league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Win Cup (Ucrania);1;g_25_A9Apd2fE;Finalizado;2020-12-28;Khorolsky V. (Rus);Vavrenyuk S. (Ukr);3;1;[{'home': 5, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
Win Cup (Ucrania);1;g_25_4W9leM9K;Finalizado;2020-12-28;Lazebny R. (Ukr);Vavrenyuk S. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 11, 'away': 5}, {'home': 13, 'away': 15}, {'home': 11, 'away': 6}];;
Win Cup (Ucrania);1;g_25_IZDhftPQ;Finalizado;2020-12-28;Kalenik S. (Ukr);Lazebny R. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 6}, {'home': 10, 'away': 12}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_dlqOkoFi;Finalizado;2020-12-28;Moroz K. (Ukr);Kutniy I. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 5, 'away': 11}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_hGxXmPq4;Finalizado;2020-12-28;Telugin Z. (Ukr);Korobeynik S. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 4}, {'home': 11, 'away': 7}];;
Win Cup (Ucrania);1;g_25_6wF4cf1f;Finalizado;2020-12-28;Panin V. (Ukr);Kiyanov A. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 7}];;
Win Cup (Ucrania);1;g_25_vDYSl5Uc;Finalizado;2020-12-28;Pirveli R. (Ukr);Oplachko A. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 7, 'away': 11}, {'home': 5, 'away': 11}];;
Win Cup (Ucrania);1;g_25_OzJ61cWg;Finalizado;2020-12-28;Plyushch P. (Ukr);Korobeynik S. (Ukr);3;1;[{'home': 12, 'away': 10}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}];;
Win Cup (Ucrania);1;g_25_Sh3DeYV6;Finalizado;2020-12-28;Ptitsyn D. (Ukr);Yurkov D. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];;
Win Cup (Ucrania);1;g_25_OGjLk0Xs;Finalizado;2020-12-28;Kalenik S. (Ukr);Khorolsky V. (Rus);2;3;[{'home': 11, 'away': 5}, {'home': 10, 'away': 12}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 17, 'away': 19}];;
Win Cup (Ucrania);1;g_25_dS7HfhoD;Finalizado;2020-12-28;Andreev O. (Ukr);Kushko D. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 11, 'away': 6}, {'home': 11, 'away': 2}];;
Win Cup (Ucrania);1;g_25_l249dEG0;Finalizado;2020-12-28;Dotsenko V. (Ukr);Dyakov V. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 11, 'away': 7}, {'home': 4, 'away': 11}, {'home': 5, 'away': 11}];;
Win Cup (Ucrania);1;g_25_27kPlKnl;Finalizado;2020-12-28;Moroz K. (Ukr);Oplachko A. (Ukr);1;3;[{'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 12, 'away': 14}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_nwxymqaA;Finalizado;2020-12-28;Solovey V. (Ukr);Plyushch P. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 4, 'away': 11}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_W6c62Obc;Finalizado;2020-12-28;Panin V. (Ukr);Dyakov V. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 4, 'away': 11}];;
Win Cup (Ucrania);1;g_25_WtfTmv2f;Finalizado;2020-12-28;Pirveli R. (Ukr);Kutniy I. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 7}, {'home': 13, 'away': 11}, {'home': 11, 'away': 8}];;
Win Cup (Ucrania);1;g_25_6a8B0Ho0;Finalizado;2020-12-28;Plyushch P. (Ukr);Telugin Z. (Ukr);1;3;[{'home': 12, 'away': 10}, {'home': 6, 'away': 11}, {'home': 3, 'away': 11}, {'home': 11, 'away': 13}];;
Win Cup (Ucrania);1;g_25_IwltF1r3;Finalizado;2020-12-28;Ptitsyn D. (Ukr);Kushko D. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 3}, {'home': 11, 'away': 9}];;
Win Cup (Ucrania);1;g_25_xSQdnC8a;Finalizado;2020-12-28;Zavada N. (Ukr);Aseev D. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_02woELc9;Finalizado;2020-12-28;Andreev O. (Ukr);Yurkov D. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 11, 'away': 7}];;
Win Cup (Ucrania);1;g_25_0t2A1rE3;Finalizado;2020-12-28;Dotsenko V. (Ukr);Kiyanov A. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 12, 'away': 10}];;
Win Cup (Ucrania);1;g_25_AXhXnbH0;Finalizado;2020-12-28;Moroz K. (Ukr);Pirveli R. (Ukr);2;3;[{'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 17, 'away': 19}, {'home': 10, 'away': 12}];;
