league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Challenger Series (Alemania);1;g_25_pUmCsNco;Finalizado;2021-01-18;Chtchetinine E. (Blr);Thimon J. (Swe);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 11, 'away': 3}];;
Challenger Series (Alemania);1;g_25_OKnGtsDi;Finalizado;2021-01-18;Perez J. (Esp);Burgos N. (Chi);1;3;[{'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 4, 'away': 11}, {'home': 9, 'away': 11}];;
Challenger Series (Alemania);1;g_25_WpnKu1Sc;Finalizado;2021-01-18;Kuzmin F. (Rus);Cheaib D. (Leb);1;3;[{'home': 7, 'away': 11}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}];;
Challenger Series (Alemania);1;g_25_AyoOvLs4;Finalizado;2021-01-18;Huzjak J. (Cro);Henninger M. (Ger);3;1;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 11, 'away': 4}];;
Challenger Series (Alemania);1;g_25_h0zTwucA;Finalizado;2021-01-18;Chtchetinine E. (Blr);Perez J. (Esp);3;0;[{'home': 11, 'away': 6}, {'home': 12, 'away': 10}, {'home': 11, 'away': 2}];;
Challenger Series (Alemania);1;g_25_63vXxaCG;Finalizado;2021-01-18;Kuzmin F. (Rus);Burgos N. (Chi);3;2;[{'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 11, 'away': 2}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}];;
Challenger Series (Alemania);1;g_25_0QwyxJRM;Finalizado;2021-01-18;Huzjak J. (Cro);Cheaib D. (Leb);1;3;[{'home': 3, 'away': 11}, {'home': 11, 'away': 8}, {'home': 4, 'away': 11}, {'home': 10, 'away': 12}];;
Challenger Series (Alemania);1;g_25_vHxuywsT;Finalizado;2021-01-18;Henninger M. (Ger);Thimon J. (Swe);0;3;[{'home': 12, 'away': 14}, {'home': 5, 'away': 11}, {'home': 10, 'away': 12}];;
Challenger Series (Alemania);1;g_25_KAK7Wdkp;Finalizado;2021-01-18;Chtchetinine E. (Blr);Kuzmin F. (Rus);3;2;[{'home': 11, 'away': 7}, {'home': 11, 'away': 5}, {'home': 5, 'away': 11}, {'home': 10, 'away': 12}, {'home': 14, 'away': 12}];;
Challenger Series (Alemania);1;g_25_b1JBVG4j;Finalizado;2021-01-18;Perez J. (Esp);Thimon J. (Swe);3;1;[{'home': 11, 'away': 4}, {'home': 11, 'away': 3}, {'home': 8, 'away': 11}, {'home': 11, 'away': 7}];;
Challenger Series (Alemania);1;g_25_KWXmuJDJ;Finalizado;2021-01-18;Henninger M. (Ger);Cheaib D. (Leb);0;3;[{'home': 10, 'away': 12}, {'home': 5, 'away': 11}, {'home': 7, 'away': 11}];;
Challenger Series (Alemania);1;g_25_0tAxBqOa;Finalizado;2021-01-18;Huzjak J. (Cro);Burgos N. (Chi);2;3;[{'home': 11, 'away': 4}, {'home': 4, 'away': 11}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 2, 'away': 11}];;
Challenger Series (Alemania);1;g_25_f39tA3w6;Finalizado;2021-01-18;Perez J. (Esp);Kuzmin F. (Rus);2;3;[{'home': 17, 'away': 15}, {'home': 6, 'away': 11}, {'home': 11, 'away': 5}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];;
