league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Extraliga (República Checa) - Play Offs;1;g_25_4dw5BLIS;;2021-04-11 09:00:00;TTC Ostrava;Havirov;0;0;[];;
Extraliga (República Checa) - Play Offs;1;g_25_nsfkfY6c;;2021-04-11 09:00:00;Cheb;Hradec Kralove;0;0;[];;
Liga Pro (Rusia);1;g_25_OpMBGZbf;Finalizado;2021-04-11 00:00:00;Bogomolov A. (Rus);Merezhko A. (Rus);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 9}, {'home': 11, 'away': 5}];;
Liga Pro (Rusia);1;g_25_EZEODXrD;Finalizado;2021-04-11 00:15:00;Pandur I. (Rus);Savinskiy A. (Rus);3;1;[{'home': 11, 'away': 5}, {'home': 11, 'away': 6}, {'home': 3, 'away': 11}, {'home': 12, 'away': 10}];;
Liga Pro (Rusia);1;g_25_p0AKEDT6;Finalizado;2021-04-11 00:15:00;Trushkin A. (Rus);Bazilevskii V. (Rus);3;2;[{'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 11, 'away': 2}];;
Liga Pro (Rusia);1;g_25_fTGZNxOH;Finalizado;2021-04-11 00:30:00;Vologzhanin V. (Rus);Bogomolov A. (Rus);3;1;[{'home': 17, 'away': 19}, {'home': 17, 'away': 15}, {'home': 11, 'away': 4}, {'home': 11, 'away': 7}];;
Liga Pro (Rusia);1;g_25_ITCEO9ES;Finalizado;2021-04-11 00:45:00;Sinkovskiy V. (Rus);Pandur I. (Rus);2;3;[{'home': 11, 'away': 8}, {'home': 12, 'away': 10}, {'home': 7, 'away': 11}, {'home': 12, 'away': 14}, {'home': 5, 'away': 11}];;
Liga Pro (Rusia);1;g_25_tOLgTXac;Finalizado;2021-04-11 00:45:00;Kryuchkov E. (Rus);Trushkin A. (Rus);3;2;[{'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}];;
Liga Pro (Rusia);1;g_25_nPv36Ahp;Finalizado;2021-04-11 01:00:00;Merezhko A. (Rus);Kononenko A. (Rus);3;1;[{'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 9}];;
Liga Pro (Rusia);1;g_25_llLcSiF3;Finalizado;2021-04-11 01:15:00;Bazilevskii V. (Rus);Klavdenkov A. (Rus);1;3;[{'home': 4, 'away': 11}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}];;
Liga Pro (Rusia);1;g_25_KxatKTMq;Finalizado;2021-04-11 01:15:00;Savinskiy A. (Rus);Kim S. I. (Kor);3;1;[{'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 11, 'away': 3}];;
Liga Pro (Rusia);1;g_25_0Sr75U7j;Finalizado;2021-04-11 01:30:00;Kononenko A. (Rus);Bogomolov A. (Rus);0;3;[{'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 6, 'away': 11}];;
Liga Pro (Rusia);1;g_25_xEgoJmxj;Finalizado;2021-04-11 01:45:00;Kim S. I. (Kor);Pandur I. (Rus);3;2;[{'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 6}];;
Liga Pro (Rusia);1;g_25_SvK1RBU9;Finalizado;2021-04-11 01:45:00;Klavdenkov A. (Rus);Trushkin A. (Rus);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 7, 'away': 11}];;
Liga Pro (Rusia);1;g_25_2XMkUDpi;Finalizado;2021-04-11 02:00:00;Vologzhanin V. (Rus);Merezhko A. (Rus);1;3;[{'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 5, 'away': 11}];;
