league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Bundesliga (Alemania);1;g_25_x08RDyJ5;Finalizado;2021-02-19 13:00:00;Bad Konigshofen;Bad Homburg;3;1;[];;
Bundesliga (Alemania);1;g_25_2sGEGwZn;Finalizado;2021-02-19 13:00:00;Bremen;Grunwettersbach;3;1;[];;
Bundesliga (Alemania);1;g_25_b99NEH3a;Finalizado;2021-02-19 13:00:00;Grenzau;Düsseldorf;0;3;[];;
Bundesliga (Alemania);1;g_25_GpKIFclg;Finalizado;2021-02-19 13:00:00;Muhlhausen;Bergneustadt;3;2;[];;
Bundesliga (Alemania);1;g_25_8KGAHJJt;Finalizado;2021-02-19 13:00:00;Ochsenhausen;Neu-Ulm;3;0;[];;
Bundesliga (Alemania);1;g_25_6BUrMaBP;Finalizado;2021-02-19 13:00:00;Saarbrücken;Fulda-Maberzell;3;0;[];;
Extraliga (República Checa);1;g_25_vF7pLZRc;Finalizado;2021-02-19 09:00:00;Havirov;Hradec Kralove;3;1;[];;
Extraliga (República Checa);1;g_25_619xNeco;Finalizado;2021-02-19 11:00:00;Hodonin;Havl. Brod;0;3;[];;
Extraliga (República Checa);1;g_25_ph8tMFCi;Finalizado;2021-02-19 12:00:00;Cheb;Prague;3;2;[];;
Extraliga (República Checa);1;g_25_jkBlKgs4;Finalizado;2021-02-19 12:00:00;TJ Ostrava;TTC Ostrava;1;3;[];;
Bundesliga (Alemania);1;g_25_0tWYrz5i;Finalizado;2021-02-19 00:00:00;Calderano H. (Bra);Apolonia T. (Por);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 4}, {'home': 11, 'away': 6}];;
Bundesliga (Alemania);1;g_25_xnRcwWYS;Finalizado;2021-02-19 00:00:00;Devos R. (Bel);Karlsson K. (Swe);0;3;[{'home': 10, 'away': 12}, {'home': 2, 'away': 11}, {'home': 9, 'away': 11}];;
Bundesliga (Alemania);1;g_25_YgUtsEZ3;Finalizado;2021-02-19 00:00:00;Falck M. (Swe);Rasmussen T. (Den);3;1;[{'home': 10, 'away': 12}, {'home': 11, 'away': 4}, {'home': 11, 'away': 6}, {'home': 11, 'away': 6}];;
Bundesliga (Alemania);1;g_25_veDPYksp;Finalizado;2021-02-19 00:00:00;Ionescu O. (Rou);Robles A. (Esp);1;3;[{'home': 8, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 6}, {'home': 10, 'away': 12}];;
Bundesliga (Alemania);1;g_25_jFzOQhkN;Finalizado;2021-02-19 00:00:00;Jorgic D. (Slo);Aruna Q. (Nga);3;0;[{'home': 11, 'away': 3}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
Bundesliga (Alemania);1;g_25_ULNkuh4G;Finalizado;2021-02-19 00:00:00;Steger B. (Ger);Sipos R. (Rou);3;1;[{'home': 4, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];;
Bundesliga (Alemania);1;g_25_4IvSPC4T;Finalizado;2021-02-19 13:20:00;Franziska P. (Ger);Filus R. (Ger);3;0;[{'home': 13, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 6}];;
Bundesliga (Alemania);1;g_25_8Q1ShBYF;Finalizado;2021-02-19 13:20:00;Saltzer T. (Ger);Kallberg A. (Swe);0;3;[{'home': 3, 'away': 11}, {'home': 2, 'away': 11}, {'home': 4, 'away': 11}];;
Bundesliga (Alemania);1;g_25_Gj5zik3S;Finalizado;2021-02-19 13:20:00;Zeljko F. (Cro);Tsuboi G. (Bra);0;3;[{'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 8, 'away': 11}];;
Bundesliga (Alemania);1;g_25_vXUxrfKc;Finalizado;2021-02-19 13:20:00;Gauzy S. (Fra);Sidorenko V. (Rus);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 5}, {'home': 11, 'away': 9}];;
Bundesliga (Alemania);1;g_25_ncYptYlA;Finalizado;2021-02-19 13:20:00;Szocs H. (Rou);Kozul D. (Slo);1;3;[{'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 3, 'away': 11}, {'home': 8, 'away': 11}];;
Bundesliga (Alemania);1;g_25_Y79FeDlc;Finalizado;2021-02-19 13:20:00;Habesohn D. (Aut);Duda B. (Ger);2;3;[{'home': 14, 'away': 12}, {'home': 13, 'away': 15}, {'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}];;
Bundesliga (Alemania);1;g_25_McRgLWCp;Finalizado;2021-02-19 13:40:00;Shang K. (Chn);Meng F. B. (Ger);3;0;[{'home': 11, 'away': 5}, {'home': 13, 'away': 11}, {'home': 11, 'away': 7}];;
Bundesliga (Alemania);1;g_25_8ltBpmtd;Finalizado;2021-02-19 13:40:00;Sgouropoulos I. (Gre);Walther R. (Ger);1;3;[{'home': 5, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 3, 'away': 11}];;
Bundesliga (Alemania);1;g_25_MJ2UX9dj;Finalizado;2021-02-19 13:40:00;Kulczycki S. (Pol);Lebesson E. (Fra);3;0;[{'home': 11, 'away': 8}, {'home': 14, 'away': 12}, {'home': 12, 'away': 10}];;
Bundesliga (Alemania);1;g_25_nuuFq7e2;Finalizado;2021-02-19 13:40:00;Ort K. (Ger);Katsman L. (Ger);3;1;[{'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 11, 'away': 5}];;
Bundesliga (Alemania);1;g_25_0lQcKjSj;Anulado;2021-02-19 14:00:00;Jorgic D. (Slo);Filus R. (Ger);0;0;[];;
Bundesliga (Alemania);1;g_25_8CMgvCJM;Finalizado;2021-02-19 13:40:00;Gerassimenko K. (Kaz);Wang X. (Ger);3;1;[{'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}];;
Bundesliga (Alemania);1;g_25_K4LXWTBd;Anulado;2021-02-19 14:00:00;Calderano H. (Bra);Sidorenko V. (Rus);0;0;[];;
Bundesliga (Alemania);1;g_25_f52ClHbR;Anulado;2021-02-19 14:00:00;Devos R. (Bel);Kallberg A. (Swe);0;0;[];;
Bundesliga (Alemania);1;g_25_jylrqeMl;Finalizado;2021-02-19 14:00:00;Steger B. (Ger);Tsuboi G. (Bra);3;1;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 5}];;
Bundesliga (Alemania);1;g_25_MXs3n9Bq;Finalizado;2021-02-19 13:40:00;Mengel S. (Ger);Mino A. (Ecu);3;1;[{'home': 12, 'away': 14}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 12, 'away': 10}];;
Bundesliga (Alemania);1;g_25_Cb8JfX33;Finalizado;2021-02-19 14:00:00;Falck M. (Swe);Kozul D. (Slo);3;2;[{'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}];;
Bundesliga (Alemania);1;g_25_xU77kcqL;Finalizado;2021-02-19 14:00:00;Ionescu O. (Rou);Duda B. (Ger);3;2;[{'home': 12, 'away': 10}, {'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 13, 'away': 11}];;
Extraliga (República Checa);1;g_25_lhJttJJh;Finalizado;2021-02-19 09:00:00;Bajger O. (Cze);Buben V. (Cze);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 3}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}];;
Extraliga (República Checa);1;g_25_SrIpuwZb;Finalizado;2021-02-19 09:30:00;David P. (Cze);Pavlica M. (Cze);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
Extraliga (República Checa);1;g_25_dIMlvcl5;Finalizado;2021-02-19 10:00:00;Cihak M. (Cze);Mokrejs J. (Cze);3;1;[{'home': 11, 'away': 8}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 5}];;
Extraliga (República Checa);1;g_25_z9LhwH3B;Finalizado;2021-02-19 10:30:00;Bajger O. (Cze);Pavlica M. (Cze);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 4}, {'home': 11, 'away': 7}];;
Extraliga (República Checa);1;g_25_IXAcxyJH;Anulado;2021-02-19 11:00:00;David P. (Cze);Buben V. (Cze);0;0;[];;
Extraliga (República Checa);1;g_25_jJltWY8C;Finalizado;2021-02-19 11:00:00;Tymofieiev O. (Ukr);Prokopcov D. (Cze);0;3;[{'home': 14, 'away': 16}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];;
Extraliga (República Checa);1;g_25_ptlpVhOI;Finalizado;2021-02-19 11:30:00;Klos P. (Cze);Skala R. (Cze);0;3;[{'home': 8, 'away': 11}, {'home': 9, 'away': 11}, {'home': 15, 'away': 17}];;
Extraliga (República Checa);1;g_25_EBE9BMqJ;Finalizado;2021-02-19 12:00:00;Gavlas A. (Cze);Rozinek V. (Cze);3;0;[{'home': 11, 'away': 3}, {'home': 11, 'away': 6}, {'home': 11, 'away': 3}];;
