league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Challenger Series (Alemania);1;g_25_vDvqss6h;Finalizado;2021-03-16 00:00:00;Happek S. (Ger);Chtchetinine E. (Blr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 9}, {'home': 11, 'away': 2}];;
Challenger Series (Alemania);1;g_25_hGrmt1Lb;Finalizado;2021-03-16 00:00:00;Muhlbach C. (Ger);Cheaib D. (Leb);1;3;[{'home': 10, 'away': 12}, {'home': 2, 'away': 11}, {'home': 11, 'away': 5}, {'home': 2, 'away': 11}];;
Challenger Series (Alemania);1;g_25_zuYiuLz5;Finalizado;2021-03-16 00:00:00;Martinko J. (Cze);Bottroff E. (Ger);3;1;[{'home': 11, 'away': 1}, {'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 11, 'away': 3}];;
Challenger Series (Alemania);1;g_25_EVWevujB;Finalizado;2021-03-16 00:00:00;Pelz P. (Ger);Chtchetinine E. (Blr);0;3;[{'home': 8, 'away': 11}, {'home': 4, 'away': 11}, {'home': 2, 'away': 11}];;
Challenger Series (Alemania);1;g_25_86oawa5H;Anulado;2021-03-16 00:00:00;Gao P. (Chn);Bottroff E. (Ger);0;0;[];;
Challenger Series (Alemania);1;g_25_ncp3xJKN;Finalizado;2021-03-16 00:00:00;Happek S. (Ger);Martinko J. (Cze);1;3;[{'home': 2, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 4, 'away': 11}];;
Challenger Series (Alemania);1;g_25_6sRZWdro;Finalizado;2021-03-16 00:00:00;Pelz P. (Ger);Cheaib D. (Leb);0;3;[{'home': 7, 'away': 11}, {'home': 10, 'away': 12}, {'home': 6, 'away': 11}];;
Challenger Series (Alemania);1;g_25_ULZ7ywzU;Anulado;2021-03-16 00:00:00;Muhlbach C. (Ger);Gao P. (Chn);0;0;[];;
Challenger Series (Alemania);1;g_25_QgIKu8GP;Finalizado;2021-03-16 00:00:00;Cheaib D. (Leb);Bottroff E. (Ger);3;2;[{'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
Challenger Series (Alemania);1;g_25_rZ4nySOt;Finalizado;2021-03-16 00:00:00;Martinko J. (Cze);Muhlbach C. (Ger);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];;
Challenger Series (Alemania);1;g_25_v1Ce0hAM;Finalizado;2021-03-16 00:00:00;Bottroff E. (Ger);Muhlbach C. (Ger);1;3;[{'home': 3, 'away': 11}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 13}];;
Challenger Series (Alemania);1;g_25_dx70aCPS;Finalizado;2021-03-16 00:00:00;Cheaib D. (Leb);Martinko J. (Cze);1;3;[{'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];;
Liga Pro (Rusia);1;g_25_WfFw91Wd;Finalizado;2021-03-16 00:00:00;Andreev A. (Rus);Selkin V. (Rus);1;3;[{'home': 10, 'away': 12}, {'home': 4, 'away': 11}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}];1.58;2.03
Liga Pro (Rusia);1;g_25_SM8n7u19;Finalizado;2021-03-16 00:00:00;Nikiforov O. (Rus);Poletaev I. (Rus);3;1;[{'home': 11, 'away': 7}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}];2.02;1.67
Liga Pro (Rusia);1;g_25_MoaJQQca;Finalizado;2021-03-16 00:00:00;Petrochenko D. (Rus);Nikulin S. (Rus);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 8}, {'home': 12, 'away': 10}];;
