league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Challenger Series (Alemania);1;g_25_fJaWfuQL;Finalizado;2021-02-22 00:00:00;Wetzel F. (Ger);Qiu L. (Ger);1;3;[{'home': 10, 'away': 12}, {'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 8, 'away': 11}];;
Challenger Series (Alemania);1;g_25_Y9bzfauS;Finalizado;2021-02-22 00:00:00;Klein D. (Ger);Bluhm F. (Ger);3;2;[{'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
Challenger Series (Alemania);1;g_25_jko2kJmq;Finalizado;2021-02-22 00:00:00;Cheaib D. (Leb);Huzjak J. (Cro);3;1;[{'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 11, 'away': 1}, {'home': 11, 'away': 3}];;
Challenger Series (Alemania);1;g_25_4hk6lw3k;Finalizado;2021-02-22 00:00:00;Martinko J. (Cze);Chtchetinine E. (Blr);3;2;[{'home': 11, 'away': 8}, {'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
Challenger Series (Alemania);1;g_25_nHvBmcIe;Finalizado;2021-02-22 00:00:00;Wetzel F. (Ger);Klein D. (Ger);1;3;[{'home': 11, 'away': 13}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}];;
Challenger Series (Alemania);1;g_25_Q7wFnHX1;Finalizado;2021-02-22 00:00:00;Cheaib D. (Leb);Bluhm F. (Ger);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 4}, {'home': 11, 'away': 3}];;
Challenger Series (Alemania);1;g_25_hERdB0A2;Finalizado;2021-02-22 00:00:00;Martinko J. (Cze);Huzjak J. (Cro);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}];;
Challenger Series (Alemania);1;g_25_W4Q0AKP8;Finalizado;2021-02-22 00:00:00;Chtchetinine E. (Blr);Qiu L. (Ger);1;3;[{'home': 7, 'away': 11}, {'home': 3, 'away': 11}, {'home': 11, 'away': 7}, {'home': 7, 'away': 11}];;
Challenger Series (Alemania);1;g_25_ETF59vuF;Finalizado;2021-02-22 00:00:00;Wetzel F. (Ger);Cheaib D. (Leb);2;3;[{'home': 11, 'away': 8}, {'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 8, 'away': 11}];;
Challenger Series (Alemania);1;g_25_SWJ98bfL;Finalizado;2021-02-22 00:00:00;Klein D. (Ger);Qiu L. (Ger);1;3;[{'home': 12, 'away': 10}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}];;
