;league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
513;TT Cup (Ucrania);1;g_25_jHPmioW3;Finalizado;2021-01-28 00:00:00;Masko Y. (Ukr);Krutko O. (Ukr);2;3;[{'home': 11, 'away': 13}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 5, 'away': 11}];2.22;1.55
514;TT Cup (Ucrania);1;g_25_UPmR49Xj;Finalizado;2021-01-28 00:00:00;Kostiuk O. (Ukr);Tuchkevych V. (Ukr);1;3;[{'home': 11, 'away': 13}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 4, 'away': 11}];1.93;1.73
515;TT Cup (Ucrania);1;g_25_U7Oij5oA;Finalizado;2021-01-28 00:00:00;Levadniy A. (Ukr);Masko Y. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 11, 'away': 13}];;
516;TT Cup (Ucrania);1;g_25_rTy9ThAi;Finalizado;2021-01-28 00:00:00;Hilitukha S. (Ukr);Kostiuk O. (Ukr);2;3;[{'home': 11, 'away': 4}, {'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];1.83;1.83
517;TT Cup (Ucrania);1;g_25_OrwekP0G;Finalizado;2021-01-28 00:00:00;Krutko O. (Ukr);Boiko S. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 11, 'away': 7}, {'home': 4, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}];1.63;2.08
518;TT Cup (Ucrania);1;g_25_dWuDSCPc;Finalizado;2021-01-28 00:00:00;Tuchkevych V. (Ukr);Tsykhotskiy A. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 14, 'away': 12}, {'home': 11, 'away': 4}];2.08;1.63
519;TT Star Series (República Checa);1;g_25_AFNmwMMc;Finalizado;2021-01-28 00:00:00;Benes M. (Cze);Horejsi M. (Cze);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}];;
520;TT Star Series (República Checa);1;g_25_O63UXQpI;Finalizado;2021-01-28 00:00:00;Husnik P. (Cze);Sklensky M. (Cze);3;1;[{'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 12, 'away': 10}];;
521;TT Star Series (República Checa);1;g_25_4xNixtx4;Finalizado;2021-01-28 00:00:00;Tregler T. (Cze);Vrablik J. (Cze);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 5}, {'home': 11, 'away': 0}];;
522;TT Star Series (República Checa);1;g_25_GGtcGbFp;Finalizado;2021-01-28 00:00:00;Grela P. (Pol);Bankosz M. (Pol);0;3;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 2, 'away': 11}];;
523;TT Star Series (República Checa);1;g_25_rTLey0iA;Finalizado;2021-01-28 00:00:00;Benes M. (Cze);Husnik P. (Cze);3;1;[{'home': 6, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
524;TT Star Series (República Checa);1;g_25_04G0zK6G;Finalizado;2021-01-28 00:00:00;Tregler T. (Cze);Sklensky M. (Cze);3;1;[{'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}];;
525;TT Star Series (República Checa);1;g_25_veF4ZwMM;Finalizado;2021-01-28 00:00:00;Bankosz M. (Pol);Horejsi M. (Cze);1;3;[{'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 4, 'away': 11}, {'home': 8, 'away': 11}];;
526;TT Star Series (República Checa);1;g_25_YHE8YcyT;Finalizado;2021-01-28 00:00:00;Grela P. (Pol);Vrablik J. (Cze);0;3;[{'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 7, 'away': 11}];;
527;TT Star Series (República Checa);1;g_25_8A5zUHqp;Finalizado;2021-01-28 00:00:00;Benes M. (Cze);Tregler T. (Cze);2;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 9, 'away': 11}];;
528;TT Star Series (República Checa);1;g_25_jZfuTyaj;Finalizado;2021-01-28 00:00:00;Husnik P. (Cze);Horejsi M. (Cze);3;2;[{'home': 11, 'away': 8}, {'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 2, 'away': 11}, {'home': 11, 'away': 9}];;
529;TT Star Series (República Checa);1;g_25_UPgqSeEd;Finalizado;2021-01-28 00:00:00;Grela P. (Pol);Sklensky M. (Cze);1;3;[{'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 4, 'away': 11}, {'home': 7, 'away': 11}];;
530;TT Star Series (República Checa);1;g_25_IumRjuic;Finalizado;2021-01-28 00:00:00;Bankosz M. (Pol);Vrablik J. (Cze);1;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 7, 'away': 11}];;
531;TT Star Series (República Checa);1;g_25_dWoVka63;Finalizado;2021-01-28 00:00:00;Husnik P. (Cze);Tregler T. (Cze);2;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 13, 'away': 11}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];;
532;TT Star Series (República Checa);1;g_25_veyzkJL9;Finalizado;2021-01-28 00:00:00;Benes M. (Cze);Grela P. (Pol);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 4}, {'home': 11, 'away': 5}];;
533;TT Star Series (República Checa);1;g_25_hbuvlwyG;Finalizado;2021-01-28 00:00:00;Vrablik J. (Cze);Horejsi M. (Cze);1;3;[{'home': 10, 'away': 12}, {'home': 11, 'away': 7}, {'home': 7, 'away': 11}, {'home': 8, 'away': 11}];;
534;TT Star Series (República Checa);1;g_25_nLvrmcjM;Finalizado;2021-01-28 00:00:00;Bankosz M. (Pol);Sklensky M. (Cze);3;1;[{'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 5}];;
535;Win Cup (Ucrania);1;g_25_pjsiSayh;Finalizado;2021-01-28 00:00:00;Nechitaylo E. (Ukr);Kalenik S. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 10, 'away': 12}, {'home': 11, 'away': 3}, {'home': 5, 'away': 11}];;
536;Win Cup (Ucrania);1;g_25_SEWeRJjb;Finalizado;2021-01-28 00:00:00;Lazebny R. (Ukr);Khorolsky V. (Rus);0;3;[{'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];;
537;Win Cup (Ucrania);1;g_25_vkz0Qw64;Finalizado;2021-01-28 00:00:00;Khorolsky V. (Rus);Kalenik S. (Ukr);3;2;[{'home': 13, 'away': 11}, {'home': 5, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 7}, {'home': 13, 'away': 11}];;
538;Win Cup (Ucrania);1;g_25_SGgoCYS3;Finalizado;2021-01-28 00:00:00;Kovalenko Vl. (Ukr);Ozhiganov N. (Ukr);3;2;[{'home': 4, 'away': 11}, {'home': 11, 'away': 13}, {'home': 12, 'away': 10}, {'home': 13, 'away': 11}, {'home': 11, 'away': 5}];;
539;Win Cup (Ucrania);1;g_25_C2Y7OHzH;Finalizado;2021-01-28 00:00:00;Plyushch P. (Ukr);Chuiko R. (Ukr);3;2;[{'home': 4, 'away': 11}, {'home': 5, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 9}, {'home': 11, 'away': 9}];;
540;Win Cup (Ucrania);1;g_25_UwTCNyjN;Finalizado;2021-01-28 00:00:00;Kostyuk A. (Ukr);Braslavets A. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 10, 'away': 12}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}];;
541;Win Cup (Ucrania);1;g_25_YBZ3PcLA;Finalizado;2021-01-28 00:00:00;Lazebny R. (Ukr);Nechitaylo E. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 6, 'away': 11}];;
542;Win Cup (Ucrania);1;g_25_67hkBhrA;Finalizado;2021-01-28 00:00:00;Pisklov S. (Ukr);Chernetskiy I. (Ukr);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
543;Win Cup (Ucrania);1;g_25_fZRtpGqB;Finalizado;2021-01-28 00:00:00;Shalgorodskiy N. (Ukr);Rybakov Y. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 3}, {'home': 11, 'away': 9}];;
544;Win Cup (Ucrania);1;g_25_b7YXoxFb;Finalizado;2021-01-28 00:00:00;Strelets V. (Ukr);Gotsulyak E. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 14, 'away': 16}];;
545;Win Cup (Ucrania);1;g_25_0WUlrfEN;Finalizado;2021-01-28 00:00:00;Zotov G. (Ukr);Aseev D. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}];;
546;Win Cup (Ucrania);1;g_25_bNYLVYsp;Finalizado;2021-01-28 00:00:00;Kovalenko Vl. (Ukr);Chernetskiy I. (Ukr);3;2;[{'home': 3, 'away': 11}, {'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 5}];;
547;Win Cup (Ucrania);1;g_25_WC44QOmE;Finalizado;2021-01-28 00:00:00;Pilguy A. (Ukr);Rybakov Y. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}];;
548;Win Cup (Ucrania);1;g_25_8URGMe5T;Finalizado;2021-01-28 00:00:00;Plyushch P. (Ukr);Braslavets A. (Ukr);3;1;[{'home': 11, 'away': 13}, {'home': 11, 'away': 5}, {'home': 11, 'away': 8}, {'home': 15, 'away': 13}];;
549;Win Cup (Ucrania);1;g_25_GrTxodU4;Finalizado;2021-01-28 00:00:00;Sharpay V. (Ukr);Zubko V. (Ukr);3;2;[{'home': 10, 'away': 12}, {'home': 15, 'away': 17}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}];;
550;Win Cup (Ucrania);1;g_25_reKgsETT;Finalizado;2021-01-28 00:00:00;Pavlyuk O. (Ukr);Serikov V. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 3, 'away': 11}];;
551;Win Cup (Ucrania);1;g_25_QmL30jnr;Finalizado;2021-01-28 00:00:00;Goloveshkin A. (Ukr);Shukin D. (Ukr);0;3;[{'home': 10, 'away': 12}, {'home': 4, 'away': 11}, {'home': 9, 'away': 11}];;
552;Win Cup (Ucrania);1;g_25_Q9ErIFDp;Finalizado;2021-01-28 00:00:00;Kostyuk A. (Ukr);Chuiko R. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 12, 'away': 10}, {'home': 5, 'away': 11}, {'home': 9, 'away': 11}];;
553;Win Cup (Ucrania);1;g_25_GbTQUhcj;Finalizado;2021-01-28 00:00:00;Pisklov S. (Ukr);Ozhiganov N. (Ukr);0;3;[{'home': 4, 'away': 11}, {'home': 1, 'away': 11}, {'home': 8, 'away': 11}];;
554;Win Cup (Ucrania);1;g_25_A338Pr3K;Finalizado;2021-01-28 00:00:00;Shalgorodskiy N. (Ukr);Vaniev P. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}];;
555;Win Cup (Ucrania);1;g_25_tOkMDo48;Finalizado;2021-01-28 00:00:00;Strelets V. (Ukr);Zubko V. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 19, 'away': 17}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];;
556;Win Cup (Ucrania);1;g_25_4vrow2XJ;Finalizado;2021-01-28 00:00:00;Zotov G. (Ukr);Serikov V. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 13}];;
557;Win Cup (Ucrania);1;g_25_n3LOfXcT;Finalizado;2021-01-28 00:00:00;Akimov Y. (Ukr);Abalmaz S. (Ukr);3;2;[{'home': 11, 'away': 4}, {'home': 11, 'away': 3}, {'home': 8, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 4}];;
558;Win Cup (Ucrania);1;g_25_fkSUTCCd;Finalizado;2021-01-28 00:00:00;Kovalenko Vl. (Ukr);Pisklov S. (Ukr);2;3;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 5, 'away': 11}, {'home': 5, 'away': 11}, {'home': 3, 'away': 11}];;
559;Win Cup (Ucrania);1;g_25_ldRpqzaH;Finalizado;2021-01-28 00:00:00;Pilguy A. (Ukr);Vaniev P. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 2}, {'home': 11, 'away': 8}];;
560;Win Cup (Ucrania);1;g_25_vDInHZSj;Finalizado;2021-01-28 00:00:00;Plyushch P. (Ukr);Kostyuk A. (Ukr);1;3;[{'home': 2, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 5}, {'home': 5, 'away': 11}];;
561;Win Cup (Ucrania);1;g_25_fRgQC5JE;Finalizado;2021-01-28 00:00:00;Sharpay V. (Ukr);Gotsulyak E. (Ukr);3;2;[{'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 14, 'away': 12}, {'home': 10, 'away': 12}, {'home': 11, 'away': 7}];;
562;Win Cup (Ucrania);1;g_25_rVtkxMnQ;Finalizado;2021-01-28 00:00:00;Pavlyuk O. (Ukr);Aseev D. (Ukr);1;3;[{'home': 4, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 7}, {'home': 16, 'away': 18}];;
563;Win Cup (Ucrania);1;g_25_tIdVuJ5i;Finalizado;2021-01-28 00:00:00;Braslavets A. (Ukr);Chuiko R. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 11, 'away': 4}];;
564;Win Cup (Ucrania);1;g_25_8hGChdkc;Finalizado;2021-01-28 00:00:00;Chernetskiy I. (Ukr);Ozhiganov N. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 6, 'away': 11}];;
565;Win Cup (Ucrania);1;g_25_4vK7aA1l;Finalizado;2021-01-28 00:00:00;Goloveshkin A. (Ukr);Abalmaz S. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 9, 'away': 11}];;
566;Win Cup (Ucrania);1;g_25_4Q2CO2IQ;Finalizado;2021-01-28 00:00:00;Shalgorodskiy N. (Ukr);Pilguy A. (Ukr);3;2;[{'home': 4, 'away': 11}, {'home': 11, 'away': 2}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 2}];;
567;Win Cup (Ucrania);1;g_25_xjqVBPYK;Finalizado;2021-01-28 00:00:00;Strelets V. (Ukr);Sharpay V. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 10, 'away': 12}, {'home': 6, 'away': 11}];;
568;Win Cup (Ucrania);1;g_25_naoAXues;Finalizado;2021-01-28 00:00:00;Zotov G. (Ukr);Pavlyuk O. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 10, 'away': 12}, {'home': 4, 'away': 11}];;
569;Win Cup (Ucrania);1;g_25_C4JBbUGf;Finalizado;2021-01-28 00:00:00;Akimov Y. (Ukr);Shukin D. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 6}, {'home': 11, 'away': 6}];;
570;Win Cup (Ucrania);1;g_25_K8eZvwLc;Finalizado;2021-01-28 00:00:00;Chuiko R. (Ukr);Plyushch P. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 9, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 8}];;
571;Win Cup (Ucrania);1;g_25_6wZFiG43;Finalizado;2021-01-28 00:00:00;Ozhiganov N. (Ukr);Kovalenko Vl. (Ukr);3;2;[{'home': 12, 'away': 10}, {'home': 11, 'away': 7}, {'home': 3, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 5}];;
572;Win Cup (Ucrania);1;g_25_QT8wKMQs;Finalizado;2021-01-28 00:00:00;Vaniev P. (Ukr);Rybakov Y. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 12, 'away': 14}, {'home': 5, 'away': 11}];;
573;Win Cup (Ucrania);1;g_25_GtrZAqlR;Finalizado;2021-01-28 00:00:00;Zubko V. (Ukr);Gotsulyak E. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];;
574;Win Cup (Ucrania);1;g_25_QkpEWaAm;Finalizado;2021-01-28 00:00:00;Serikov V. (Ukr);Aseev D. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 8}, {'home': 13, 'away': 11}];;
575;Win Cup (Ucrania);1;g_25_SYfwvcz4;Finalizado;2021-01-28 00:00:00;Braslavets A. (Ukr);Kostyuk A. (Ukr);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
576;Win Cup (Ucrania);1;g_25_l2OKjzK9;Finalizado;2021-01-28 00:00:00;Chernetskiy I. (Ukr);Pisklov S. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 17, 'away': 19}, {'home': 11, 'away': 7}, {'home': 11, 'away': 5}];;
577;Win Cup (Ucrania);1;g_25_jeIFclW0;Finalizado;2021-01-28 00:00:00;Goloveshkin A. (Ukr);Akimov Y. (Ukr);0;3;[{'home': 2, 'away': 11}, {'home': 5, 'away': 11}, {'home': 8, 'away': 11}];;
578;Win Cup (Ucrania);1;g_25_nPU063dr;Finalizado;2021-01-28 00:00:00;Gotsulyak E. (Ukr);Strelets V. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 2}, {'home': 11, 'away': 5}, {'home': 13, 'away': 11}];;
579;Win Cup (Ucrania);1;g_25_8hbrJttl;Finalizado;2021-01-28 00:00:00;Rybakov Y. (Ukr);Shalgorodskiy N. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];;
580;Win Cup (Ucrania);1;g_25_KCqIVJPg;Finalizado;2021-01-28 00:00:00;Aseev D. (Ukr);Zotov G. (Ukr);3;0;[{'home': 11, 'away': 1}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];;
581;Win Cup (Ucrania);1;g_25_YJ7Kd8o7;Finalizado;2021-01-28 00:00:00;Abalmaz S. (Ukr);Shukin D. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 4, 'away': 11}, {'home': 11, 'away': 13}, {'home': 7, 'away': 11}];;
582;Win Cup (Ucrania);1;g_25_6PgswHkA;Finalizado;2021-01-28 00:00:00;Braslavets A. (Ukr);Plyushch P. (Ukr);3;1;[{'home': 11, 'away': 3}, {'home': 9, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 8}];;
583;Win Cup (Ucrania);1;g_25_ShNOkfZF;Finalizado;2021-01-28 00:00:00;Chernetskiy I. (Ukr);Kovalenko Vl. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}, {'home': 10, 'away': 12}];;
584;Win Cup (Ucrania);1;g_25_nqcnI0ef;Finalizado;2021-01-28 00:00:00;Vaniev P. (Ukr);Pilguy A. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}];;
585;Win Cup (Ucrania);1;g_25_QFT45NBl;Finalizado;2021-01-28 00:00:00;Zubko V. (Ukr);Sharpay V. (Ukr);1;3;[{'home': 2, 'away': 11}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 7, 'away': 11}];;
586;Win Cup (Ucrania);1;g_25_YFmMUwu0;Finalizado;2021-01-28 00:00:00;Serikov V. (Ukr);Pavlyuk O. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 7, 'away': 11}, {'home': 13, 'away': 15}];;
587;Win Cup (Ucrania);1;g_25_llqnxy5G;Finalizado;2021-01-28 00:00:00;Kostyuk A. (Ukr);Plyushch P. (Ukr);3;1;[{'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}, {'home': 11, 'away': 6}];;
588;Win Cup (Ucrania);1;g_25_f1jhYR3r;Finalizado;2021-01-28 00:00:00;Ozhiganov N. (Ukr);Pisklov S. (Ukr);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 3}, {'home': 11, 'away': 8}];;
589;Win Cup (Ucrania);1;g_25_nNBOeS0D;Finalizado;2021-01-28 00:00:00;Shukin D. (Ukr);Goloveshkin A. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}];;
590;Win Cup (Ucrania);1;g_25_GI1jHKA0;Finalizado;2021-01-28 00:00:00;Vaniev P. (Ukr);Shalgorodskiy N. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}];;
591;Win Cup (Ucrania);1;g_25_8vJ94sRf;Finalizado;2021-01-28 00:00:00;Zubko V. (Ukr);Strelets V. (Ukr);3;0;[{'home': 13, 'away': 11}, {'home': 11, 'away': 8}, {'home': 14, 'away': 12}];;
592;Win Cup (Ucrania);1;g_25_GvwRTcf6;Finalizado;2021-01-28 00:00:00;Serikov V. (Ukr);Zotov G. (Ukr);2;3;[{'home': 11, 'away': 2}, {'home': 9, 'away': 11}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];;
593;Win Cup (Ucrania);1;g_25_0Qa6KBwE;Finalizado;2021-01-28 00:00:00;Abalmaz S. (Ukr);Akimov Y. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 5, 'away': 11}, {'home': 13, 'away': 15}];;
594;Win Cup (Ucrania);1;g_25_2imjyeKM;Finalizado;2021-01-28 00:00:00;Chuiko R. (Ukr);Kostyuk A. (Ukr);3;1;[{'home': 11, 'away': 3}, {'home': 13, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 7}];;
595;Win Cup (Ucrania);1;g_25_MsND31t1;Finalizado;2021-01-28 00:00:00;Gotsulyak E. (Ukr);Sharpay V. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 2, 'away': 11}, {'home': 12, 'away': 14}];;
596;Win Cup (Ucrania);1;g_25_YikdXoJl;Finalizado;2021-01-28 00:00:00;Pisklov S. (Ukr);Kovalenko Vl. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];;
597;Win Cup (Ucrania);1;g_25_f90fGvQ6;Finalizado;2021-01-28 00:00:00;Rybakov Y. (Ukr);Pilguy A. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 5, 'away': 11}, {'home': 6, 'away': 11}];;
598;Win Cup (Ucrania);1;g_25_fVyVSH9C;Finalizado;2021-01-28 00:00:00;Aseev D. (Ukr);Pavlyuk O. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 9, 'away': 11}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}];;
599;Win Cup (Ucrania);1;g_25_xjNZ2q8t;Finalizado;2021-01-28 00:00:00;Abalmaz S. (Ukr);Goloveshkin A. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 8}, {'home': 9, 'away': 11}];;
600;Win Cup (Ucrania);1;g_25_dEnfzFZS;Finalizado;2021-01-28 00:00:00;Chuiko R. (Ukr);Braslavets A. (Ukr);3;1;[{'home': 11, 'away': 3}, {'home': 5, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 3}];;
601;Win Cup (Ucrania);1;g_25_GGv1W5Yf;Finalizado;2021-01-28 00:00:00;Ozhiganov N. (Ukr);Chernetskiy I. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 7}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}];;
602;Win Cup (Ucrania);1;g_25_xYkaFbuD;Finalizado;2021-01-28 00:00:00;Pilguy A. (Ukr);Shalgorodskiy N. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 1, 'away': 11}, {'home': 8, 'away': 11}];;
603;Win Cup (Ucrania);1;g_25_G4MH2Le7;Finalizado;2021-01-28 00:00:00;Sharpay V. (Ukr);Strelets V. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 13}, {'home': 7, 'away': 11}];;
604;Win Cup (Ucrania);1;g_25_O4tZRyPI;Finalizado;2021-01-28 00:00:00;Pavlyuk O. (Ukr);Zotov G. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 10, 'away': 12}, {'home': 10, 'away': 12}];;
605;Win Cup (Ucrania);1;g_25_fRHv23Nn;Finalizado;2021-01-28 00:00:00;Akimov Y. (Ukr);Goloveshkin A. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];;
606;Win Cup (Ucrania);1;g_25_feLL1uBD;Finalizado;2021-01-28 00:00:00;Gotsulyak E. (Ukr);Zubko V. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 4}, {'home': 11, 'away': 9}];;
607;Win Cup (Ucrania);1;g_25_jyf3EIfJ;Finalizado;2021-01-28 00:00:00;Rybakov Y. (Ukr);Vaniev P. (Ukr);3;1;[{'home': 6, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 13, 'away': 11}];;
608;Win Cup (Ucrania);1;g_25_2euwRevP;Finalizado;2021-01-28 00:00:00;Aseev D. (Ukr);Serikov V. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}];;
609;Win Cup (Ucrania);1;g_25_UJr5VPm1;Finalizado;2021-01-28 00:00:00;Bortsov D. (Ukr);Polusmiak V. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}];1.27;3.25
610;Win Cup (Ucrania);1;g_25_Otr9Uq37;Finalizado;2021-01-28 00:00:00;Kubrak S. (Ukr);Khamurda V. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 7}];1.17;4.1
611;Win Cup (Ucrania);1;g_25_YHGr1Nxg;Finalizado;2021-01-28 00:00:00;Shukin D. (Ukr);Akimov Y. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 3, 'away': 11}, {'home': 7, 'away': 11}];;
