league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Win Cup (Ucrania);1;g_25_ARwqnzH0;Finalizado;2020-12-27;Boychuk V. (Ukr);Shapovalov O. (Ukr);1;3;[{'home': 11, 'away': 4}, {'home': 8, 'away': 11}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];;
Win Cup (Ucrania);1;g_25_S2YmofW6;Finalizado;2020-12-27;Lukander D. (Ukr);Rybakov Y. (Ukr);3;2;[{'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 8}];;
Win Cup (Ucrania);1;g_25_pK0fAAni;Finalizado;2020-12-27;Oplachko A. (Ukr);Khimenko A. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 11, 'away': 8}, {'home': 4, 'away': 11}, {'home': 6, 'away': 11}];;
Win Cup (Ucrania);1;g_25_4ON7n7fp;Finalizado;2020-12-27;Telugin Z. (Ukr);Ivchenko K. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 13, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];;
Win Cup (Ucrania);1;g_25_6gXipEoD;Finalizado;2020-12-27;Rybakov Y. (Ukr);Shapovalov O. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_4pictWXA;Finalizado;2020-12-27;Bratukhin Y. (Ukr);Zubko V. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 3}, {'home': 11, 'away': 7}];;
Win Cup (Ucrania);1;g_25_KdLZ8cOD;Finalizado;2020-12-27;Lukander D. (Ukr);Boychuk V. (Ukr);1;3;[{'home': 13, 'away': 11}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 4, 'away': 11}];;
Win Cup (Ucrania);1;g_25_df4b9U1c;Finalizado;2020-12-27;Pirveli R. (Ukr);Moroz K. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 13}, {'home': 7, 'away': 11}];;
Win Cup (Ucrania);1;g_25_CAf5vA2N;Finalizado;2020-12-27;Shalgorodskiy N. (Ukr);Shekhovtsov A. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 8}];;
Win Cup (Ucrania);1;g_25_rFMBoR9j;Finalizado;2020-12-27;Solovey V. (Ukr);Plyushch P. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 10, 'away': 12}, {'home': 3, 'away': 11}];;
Win Cup (Ucrania);1;g_25_0lS8BETC;Finalizado;2020-12-27;Averyanov A. (Ukr);Zezyulin A. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 11, 'away': 7}, {'home': 12, 'away': 10}];;
Win Cup (Ucrania);1;g_25_YJe1ujmH;Finalizado;2020-12-27;Marakhovskiy M. (Ukr);Panin V. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 5, 'away': 11}, {'home': 6, 'away': 11}];;
Win Cup (Ucrania);1;g_25_Gxvw48xn;Finalizado;2020-12-27;Oplachko A. (Ukr);Moroz K. (Ukr);2;3;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_SrnYbyp7;Finalizado;2020-12-27;Pasternak V. (Ukr);Shekhovtsov A. (Ukr);1;3;[{'home': 11, 'away': 1}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];;
Win Cup (Ucrania);1;g_25_Isvw8HwK;Finalizado;2020-12-27;Telugin Z. (Ukr);Plyushch P. (Ukr);3;2;[{'home': 10, 'away': 12}, {'home': 11, 'away': 13}, {'home': 12, 'away': 10}, {'home': 11, 'away': 6}, {'home': 13, 'away': 11}];;
Win Cup (Ucrania);1;g_25_vuRCAYrJ;Finalizado;2020-12-27;Nesterenko I. (Ukr);Grabskiy A. (Ukr);1;3;[{'home': 4, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 6}, {'home': 7, 'away': 11}];;
Win Cup (Ucrania);1;g_25_8f7vXLej;Finalizado;2020-12-27;Aseev D. (Ukr);Krutko O. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 13, 'away': 11}, {'home': 2, 'away': 11}, {'home': 11, 'away': 5}];;
Win Cup (Ucrania);1;g_25_vsxjapvj;Finalizado;2020-12-27;Bratukhin Y. (Ukr);Panin V. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 13}];;
Win Cup (Ucrania);1;g_25_Aaws3Sih;Finalizado;2020-12-27;Pirveli R. (Ukr);Khimenko A. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}];;
Win Cup (Ucrania);1;g_25_vJkxbeaD;Finalizado;2020-12-27;Shalgorodskiy N. (Ukr);Yurkov D. (Ukr);0;3;[{'home': 11, 'away': 13}, {'home': 6, 'away': 11}, {'home': 6, 'away': 11}];;
Win Cup (Ucrania);1;g_25_06Ts7ygQ;Finalizado;2020-12-27;Solovey V. (Ukr);Ivchenko K. (Ukr);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}, {'home': 11, 'away': 6}];;
Win Cup (Ucrania);1;g_25_hrFfZHLJ;Finalizado;2020-12-27;Averyanov A. (Ukr);Grabskiy A. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 11, 'away': 5}, {'home': 10, 'away': 12}];;
Win Cup (Ucrania);1;g_25_IXzfb4gd;Finalizado;2020-12-27;Marakhovskiy M. (Ukr);Zubko V. (Ukr);3;2;[{'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 12, 'away': 14}, {'home': 11, 'away': 8}];;
Win Cup (Ucrania);1;g_25_O2so2n7b;Finalizado;2020-12-27;Oplachko A. (Ukr);Pirveli R. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 8}, {'home': 8, 'away': 11}];;
Win Cup (Ucrania);1;g_25_fZqAwUHT;Finalizado;2020-12-27;Pasternak V. (Ukr);Yurkov D. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 10, 'away': 12}, {'home': 6, 'away': 11}];;
Win Cup (Ucrania);1;g_25_no6rWuBd;Finalizado;2020-12-27;Pavlyuk O. (Ukr);Zavada N. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 11, 'away': 13}, {'home': 9, 'away': 11}];;
Win Cup (Ucrania);1;g_25_2FF92e1s;Finalizado;2020-12-27;Telugin Z. (Ukr);Solovey V. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 3, 'away': 11}];;
