league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Bundesliga (Alemania) - Play Offs;1;g_25_EmSsRrMh;En directo;2021-04-10 12:00:00;Ochsenhausen;Saarbrücken;0;0;[];;
Bundesliga (Alemania) - Play Offs;1;g_25_SYnt9OVu;2º Set;2021-04-10 12:00:00;Calderano H. (Bra);Franziska P. (Ger);1;0;[{'home': 11, 'away': 3}, {'home': 2, 'away': 0}];;
Bundesliga (Alemania) - Play Offs;1;g_25_6Pop8ron;;2021-04-10 12:20:00;Gauzy S. (Fra);Jorgic D. (Slo);0;0;[];;
Bundesliga (Alemania) - Play Offs;1;g_25_zajl720h;;2021-04-10 12:40:00;Kulczycki S. (Pol);Shang K. (Chn);0;0;[];;
Bundesliga (Alemania) - Play Offs;1;g_25_Ekkh6MFb;;2021-04-10 13:00:00;Calderano H. (Bra);Jorgic D. (Slo);0;0;[];;
Bundesliga (Alemania) - Play Offs;1;g_25_dEvc5tV4;;2021-04-10 13:20:00;Gauzy S. (Fra);Franziska P. (Ger);0;0;[];;
Liga Pro (Rusia);1;g_25_dxcRw9Sg;Finalizado;2021-04-10 00:00:00;Chernjavskiy M. (Rus);Merezhko A. (Rus);0;3;[{'home': 11, 'away': 13}, {'home': 2, 'away': 11}, {'home': 10, 'away': 12}];;
Liga Pro (Rusia);1;g_25_dbj6eYgd;Finalizado;2021-04-10 00:15:00;Trushkin A. (Rus);Tolmachev I. (Rus);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 5}, {'home': 11, 'away': 4}];;
Liga Pro (Rusia);1;g_25_pKW0HFGF;Finalizado;2021-04-10 00:15:00;Suvorov V. (Rus);Meteleshko I. (Rus);3;1;[{'home': 5, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 13, 'away': 11}];;
Liga Pro (Rusia);1;g_25_b38J4xX9;Finalizado;2021-04-10 00:30:00;Vologzhanin V. (Rus);Ovechkin S. (Rus);3;1;[{'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 6}, {'home': 12, 'away': 10}];;
