league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Liga Pro (Rusia);1;g_25_8Q1eq7i1;3er Set;;Tolmachev I. (Rus);Olshakov K. (Rus);0;2;[{'home': 7, 'away': 11}, {'home': 6, 'away': 11}, {'home': 7, 'away': 10}];1.67;2.02
Setka Cup (Ucrania);1;g_25_KvpLno28;2º Set;;Trydukh I. (Ukr);Bondarenko S. (Ukr);0;1;[{'home': 3, 'away': 11}, {'home': 1, 'away': 1}];2.55;1.42
Bundesliga (Alemania);1;g_25_Sl1vBZ2O;;2021-01-31 09:00:00;Fulda-Maberzell;Düsseldorf;0;0;[];;
Bundesliga (Alemania);1;g_25_QZJsAgIU;;2021-01-31 09:00:00;Grunwettersbach;Neu-Ulm;0;0;[];;
Bundesliga (Alemania);1;g_25_pQBZBFmI;;2021-01-31 09:00:00;Saarbrücken;Bad Konigshofen;0;0;[];;
Liga Pro (Rusia);1;g_25_jk7jpmxe;1er Set;2021-01-31 00:00:00;Belugin O. (Rus);Zabrodin A. (Rus);0;0;[{'home': 1, 'away': 2}];2.52;1.43
Liga Pro (Rusia);1;g_25_ENho6UbE;;2021-01-31 00:15:00;Makarenkov E. (Rus);Iskenderov I. (Rus);0;0;[];1.70;1.96
Liga Pro (Rusia);1;g_25_nH0arR67;;2021-01-31 00:15:00;Tsvetkov V. (Rus);Khomutov S. (Rus);0;0;[];2.42;1.47
Liga Pro (Rusia);1;g_25_hCnsO2Ka;;2021-01-31 00:30:00;Karpovkin G. (Rus);Belugin O. (Rus);0;0;[];1.83;1.83
Liga Pro (Rusia);1;g_25_KQ2N3YYp;;2021-01-31 00:45:00;Olshakov K. (Rus);Tsvetkov V. (Rus);0;0;[];2.40;1.48
Liga Pro (Rusia);1;g_25_6JrIPFe4;;2021-01-31 00:45:00;Sinkovskiy V. (Rus);Makarenkov E. (Rus);0;0;[];2.42;1.47
Liga Pro (Rusia);1;g_25_zyxnNMZ5;;2021-01-31 01:00:00;Zabrodin A. (Rus);Chernjavskiy M. (Rus);0;0;[];1.96;1.70
Liga Pro (Rusia);1;g_25_OfwNOZAA;;2021-01-31 01:15:00;Iskenderov I. (Rus);Kharlakin O. (Rus);0;0;[];1.70;1.96
