league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Bundesliga (Alemania);1;g_25_n9j4pUAs;Finalizado;2021-01-24;Bad Homburg;Muhlhausen;0;3;[];;
Bundesliga (Alemania);1;g_25_YPlCr8uf;Finalizado;2021-01-24;Bad Konigshofen;Bremen;1;3;[];;
Extraliga (República Checa);1;g_25_zL9fAcdr;Finalizado;2021-01-24;Prague;Hradec Kralove;2;3;[];;
Extraliga (República Checa);1;g_25_4xJOFJYK;Finalizado;2021-01-24;Cheb;Liberec;3;1;[];;
Extraliga (República Checa);1;g_25_MDTJGaJE;Finalizado;2021-01-24;Havirov;KT Prague;2;3;[];;
Extraliga (República Checa);1;g_25_rNUFHu48;Finalizado;2021-01-24;TJ Ostrava;Hodonin;3;2;[];;
Extraliga (República Checa);1;g_25_hj1GuTIt;Finalizado;2021-01-24;Zelinka J. (Svk);Buben V. (Cze);3;1;[{'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 3}];;
Extraliga (República Checa);1;g_25_nD0KvmYn;Finalizado;2021-01-24;Cernota F. (Cze);Klasek M. (Cze);1;3;[{'home': 11, 'away': 4}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}];;
Extraliga (República Checa);1;g_25_Q3aOw7mg;Finalizado;2021-01-24;Kaucky P. (Cze);Pavlica M. (Cze);3;1;[{'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 11, 'away': 9}, {'home': 11, 'away': 4}];;
Extraliga (República Checa);1;g_25_rufTxR2a;Finalizado;2021-01-24;Zelinka J. (Svk);Klasek M. (Cze);2;3;[{'home': 11, 'away': 4}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 13}];;
Extraliga (República Checa);1;g_25_Ghhyy5XB;Finalizado;2021-01-24;Cernota F. (Cze);Buben V. (Cze);1;3;[{'home': 4, 'away': 11}, {'home': 10, 'away': 12}, {'home': 11, 'away': 7}, {'home': 7, 'away': 11}];;
Extraliga (República Checa);1;g_25_fusgs1Br;Finalizado;2021-01-24;David P. (Cze);Olejnik M. (Cze);2;3;[{'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}];;
Extraliga (República Checa);1;g_25_tSod0ezB;Finalizado;2021-01-24;Gavlas A. (Cze);Blinka M. (Cze);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 4}, {'home': 11, 'away': 5}];;
Extraliga (República Checa);1;g_25_dpFSQuR1;Finalizado;2021-01-24;Onderka F. (Cze);Brhel S. (Cze);3;1;[{'home': 11, 'away': 6}, {'home': 7, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 3}];;
