league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Challenger Series (Alemania);1;g_25_GjRg9Nvn;Finalizado;2021-04-05;Pelz P. (Ger);Bluhm F. (Ger);0;3;[{'home': 4, 'away': 11}, {'home': 6, 'away': 11}, {'home': 0, 'away': 11}];;
Challenger Series (Alemania);1;g_25_ADQc8sfh;Finalizado;2021-04-05;Muhlbach C. (Ger);Martinko J. (Cze);0;3;[{'home': 6, 'away': 11}, {'home': 9, 'away': 11}, {'home': 2, 'away': 11}];;
Challenger Series (Alemania);1;g_25_l4P1719b;Finalizado;2021-04-05;Cheaib D. (Leb);Huzjak J. (Cro);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 12, 'away': 10}];;
Challenger Series (Alemania);1;g_25_6uK66LO4;Finalizado;2021-04-05;Sanchi F. (Arg);Levajac D. (Ger);3;2;[{'home': 12, 'away': 10}, {'home': 16, 'away': 14}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 13, 'away': 11}];;
Challenger Series (Alemania);1;g_25_pWIA5uvB;Finalizado;2021-04-05;Pelz P. (Ger);Muhlbach C. (Ger);0;3;[{'home': 4, 'away': 11}, {'home': 10, 'away': 12}, {'home': 10, 'away': 12}];;
Challenger Series (Alemania);1;g_25_vgIE4agH;Finalizado;2021-04-05;Cheaib D. (Leb);Martinko J. (Cze);0;3;[{'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 9, 'away': 11}];;
Challenger Series (Alemania);1;g_25_hdMI3J8N;Finalizado;2021-04-05;Sanchi F. (Arg);Huzjak J. (Cro);3;2;[{'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 2}, {'home': 11, 'away': 7}];;
Challenger Series (Alemania);1;g_25_zLBN2wOT;Finalizado;2021-04-05;Levajac D. (Ger);Bluhm F. (Ger);3;1;[{'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 11, 'away': 7}, {'home': 14, 'away': 12}];;
Challenger Series (Alemania);1;g_25_xUckbcWp;Finalizado;2021-04-05;Pelz P. (Ger);Cheaib D. (Leb);1;3;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 2, 'away': 11}];;
Challenger Series (Alemania);1;g_25_4znXMt9o;Finalizado;2021-04-05;Muhlbach C. (Ger);Bluhm F. (Ger);3;2;[{'home': 7, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 11, 'away': 7}];;
