league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
Bundesliga (Alemania);1;g_25_bNldTGIh;Finalizado;2021-02-23;Düsseldorf;Grunwettersbach;3;2;[];;
Bundesliga (Alemania);1;g_25_xEm0SzYb;Finalizado;2021-02-23;Grenzau;Bergneustadt;2;3;[];;
Bundesliga (Alemania);1;g_25_Wzm4Rfm5;Finalizado;2021-02-23;Neu-Ulm;Fulda-Maberzell;3;0;[];;
Bundesliga (Alemania);1;g_25_x6a3fCqK;Finalizado;2021-02-23;Apolonia T. (Por);Oehme B. (Ger);3;2;[{'home': 11, 'away': 7}, {'home': 13, 'away': 15}, {'home': 11, 'away': 9}, {'home': 11, 'away': 13}, {'home': 11, 'away': 8}];;
Bundesliga (Alemania);1;g_25_zsF4ZA7f;Finalizado;2021-02-23;Devos R. (Bel);Mino A. (Ecu);3;1;[{'home': 12, 'away': 10}, {'home': 11, 'away': 1}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}];;
Bundesliga (Alemania);1;g_25_rLLizWzi;Finalizado;2021-02-23;Walther R. (Ger);Kozul D. (Slo);2;3;[{'home': 11, 'away': 13}, {'home': 11, 'away': 7}, {'home': 11, 'away': 13}, {'home': 13, 'away': 11}, {'home': 5, 'away': 11}];;
Bundesliga (Alemania);1;g_25_lpJ8YUM0;Finalizado;2021-02-23;Saltzer T. (Ger);Duda B. (Ger);0;3;[{'home': 6, 'away': 11}, {'home': 5, 'away': 11}, {'home': 3, 'away': 11}];;
Bundesliga (Alemania);1;g_25_WSb7gWbQ;Finalizado;2021-02-23;Filus R. (Ger);Lebesson E. (Fra);0;3;[{'home': 13, 'away': 15}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}];;
Bundesliga (Alemania);1;g_25_ngnYrOvi;Finalizado;2021-02-23;Kallberg A. (Swe);Wang X. (Ger);3;2;[{'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 13, 'away': 11}];;
Bundesliga (Alemania);1;g_25_r7ICXlx7;Finalizado;2021-02-23;Sgouropoulos I. (Gre);Robles A. (Esp);0;3;[{'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 5, 'away': 11}];;
