"h_wt_score";"a_wt_score";"h_h2h_wins";"a_h2h_wins";"t_h2h";"h_h2h_wt_score";"a_h2h_wt_score";"h_lg_wt_score";"a_lg_wt_score";"h_d_opp_wt_score";"a_d_opp_wt_score";"winner"
-16.9341919154;-49.6224230315;1;0;1;37.5000000000;10.5000000000;26.4800000000;21.6800000000;32.0714285714;27.8571428571;1
65.2634830589;-72.9564172241;10;0;10;42.5500000000;26.2500000000;32.6000000000;24.7200000000;38.3333333333;30.5833333333;1
24.8589921405;-0.3876443026;2;1;3;30.8333333333;27.1666666667;24.7600000000;25.5600000000;30.6428571429;31.4285714286;1
-75.3532670285;16.2315554123;0;1;1;38.5000000000;48.5000000000;25.3600000000;29.8400000000;32.3333333333;38.5833333333;2
-49.6224230315;-43.7546696931;1;1;2;32.7500000000;34.5000000000;21.6800000000;21.6000000000;25.7142857143;28.8571428571;2
25.5526432916;43.1796238171;1;5;6;27.9166666667;41.4166666667;30.8800000000;30.5600000000;40.0833333333;36.3333333333;1
-0.3876443026;-15.5794323333;3;0;3;42.6666666667;26.6666666667;25.5600000000;22.0000000000;25.4166666667;27.5000000000;1
25.5526432916;33.4009840098;1;1;2;33.7500000000;38.7500000000;30.8800000000;28.3600000000;38.6666666667;35.2500000000;2
-16.9341919154;16.2315554123;0;1;1;10.5000000000;38.0000000000;26.4800000000;29.8400000000;39.6666666667;40.3333333333;2
-43.7546696931;-75.3532670285;2;0;2;45.7500000000;36.7500000000;21.6000000000;25.3600000000;31.9166666667;32.4166666667;1
-50.0782431112;24.8589921405;1;2;3;38.6666666667;33.6666666667;24.9600000000;24.7600000000;33.7857142857;25.0000000000;2
33.1998414898;-15.5794323333;2;0;2;41.5000000000;29.7500000000;27.1600000000;22.0000000000;35.4166666667;29.9166666667;1
43.1796238171;33.4009840098;2;2;4;34.6250000000;34.1250000000;30.5600000000;28.3600000000;37.7000000000;38.8000000000;2
24.8589921405;33.1998414898;1;0;1;41.0000000000;23.5000000000;24.7600000000;27.1600000000;28.3333333333;38.0000000000;1
-15.5794323333;61.2484281887;0;1;1;12.0000000000;38.5000000000;22.0000000000;28.1200000000;31.8333333333;33.0000000000;2
27.2926724138;65.2634830589;2;6;8;25.8125000000;35.8125000000;30.5600000000;32.6000000000;39.0000000000;42.0000000000;1
-49.6224230315;-46.3925219833;1;0;1;47.0000000000;38.0000000000;21.6800000000;25.8800000000;26.2857142857;37.0000000000;1
-33.5400659425;25.5526432916;1;5;6;26.5833333333;37.3333333333;21.2400000000;30.8800000000;27.6666666667;35.7500000000;2
-50.0782431112;61.2484281887;0;1;1;36.0000000000;44.5000000000;24.9600000000;28.1200000000;35.8333333333;32.0000000000;2
-33.5400659425;43.1796238171;4;7;11;32.7727272727;39.1818181818;21.2400000000;30.5600000000;26.1666666667;39.0833333333;2
16.2315554123;-49.6224230315;0;1;1;14.5000000000;39.0000000000;29.8400000000;21.6800000000;44.2500000000;24.3333333333;2
-20.4367397482;-23.4309336704;1;2;3;35.1666666667;42.5000000000;20.7600000000;24.0000000000;28.0000000000;24.2500000000;2
8.0295730336;24.9998182635;0;2;2;27.7500000000;43.7500000000;26.2000000000;28.4000000000;35.8750000000;35.5000000000;2
93.9752947782;32.6300929990;2;0;2;39.2500000000;17.5000000000;32.1200000000;30.2000000000;39.6250000000;42.5000000000;1
-20.4367397482;24.9998182635;8;6;14;36.4285714286;34.7142857143;20.7600000000;28.4000000000;27.0000000000;35.7500000000;2
8.0295730336;-23.4309336704;3;0;3;42.1666666667;22.3333333333;26.2000000000;24.0000000000;28.5000000000;35.3750000000;1
93.9752947782;10.6424264607;2;0;2;40.2500000000;16.5000000000;32.1200000000;22.7200000000;39.1250000000;32.8750000000;1
-20.4367397482;8.0295730336;1;3;4;22.7500000000;35.1250000000;20.7600000000;26.2000000000;28.0833333333;31.1666666667;1
24.9998182635;-23.4309336704;2;2;4;29.2500000000;25.7500000000;28.4000000000;24.0000000000;42.5000000000;29.8000000000;1
32.6300929990;10.6424264607;2;0;2;43.2500000000;26.2500000000;30.2000000000;22.7200000000;29.6250000000;28.0000000000;1
-23.4309336704;-20.4367397482;2;1;3;42.5000000000;35.1666666667;24.0000000000;20.7600000000;24.2500000000;28.0000000000;1
24.9998182635;8.0295730336;2;0;2;43.7500000000;27.7500000000;28.4000000000;26.2000000000;35.5000000000;35.8750000000;1
32.6300929990;93.9752947782;0;2;2;17.5000000000;39.2500000000;30.2000000000;32.1200000000;42.5000000000;39.6250000000;2
24.9998182635;-20.4367397482;6;8;14;34.7142857143;36.4285714286;28.4000000000;20.7600000000;35.7500000000;27.0000000000;1
-49.5937272064;15.6704432702;3;8;11;25.4545454545;38.2272727273;19.6000000000;27.6400000000;26.9166666667;33.6666666667;2
-23.4309336704;8.0295730336;0;3;3;22.3333333333;42.1666666667;24.0000000000;26.2000000000;35.3750000000;28.5000000000;2
10.6424264607;93.9752947782;0;2;2;16.5000000000;40.2500000000;22.7200000000;32.1200000000;32.8750000000;39.1250000000;2
40.6226926964;22.2485921158;2;2;4;35.5000000000;32.2500000000;30.0000000000;23.5200000000;35.7500000000;32.8750000000;1
8.0295730336;-20.4367397482;3;1;4;35.1250000000;22.7500000000;26.2000000000;20.7600000000;31.1666666667;28.0833333333;1
-49.5937272064;22.2485921158;2;3;5;29.0000000000;37.1000000000;19.6000000000;23.5200000000;10.2500000000;43.7500000000;2
-23.4309336704;24.9998182635;2;2;4;25.7500000000;29.2500000000;24.0000000000;28.4000000000;29.8000000000;42.5000000000;1
10.6424264607;32.6300929990;0;2;2;26.2500000000;43.2500000000;22.7200000000;30.2000000000;28.0000000000;29.6250000000;2
40.6226926964;15.6704432702;3;0;3;42.0000000000;24.3333333333;30.0000000000;27.6400000000;30.0000000000;37.7500000000;1
-49.5937272064;40.6226926964;0;1;1;13.0000000000;37.5000000000;19.6000000000;30.0000000000;9.7500000000;33.0000000000;2
22.2485921158;15.6704432702;4;1;5;37.7000000000;28.2000000000;23.5200000000;27.6400000000;39.7500000000;32.0000000000;1
15.6704432702;-49.5937272064;8;3;11;38.2272727273;25.4545454545;27.6400000000;19.6000000000;33.6666666667;26.9166666667;1
22.2485921158;40.6226926964;2;2;4;32.2500000000;35.5000000000;23.5200000000;30.0000000000;32.8750000000;35.7500000000;1
14.1743551120;-34.2857142857;0;1;1;22.0000000000;41.0000000000;26.3600000000;28.5200000000;45.5000000000;37.0000000000;2
-57.3418216158;-32.1639913835;0;3;3;21.8333333333;41.3333333333;19.1200000000;24.0400000000;21.2500000000;25.1250000000;2
-49.6886712496;-57.7420027816;0;1;1;9.0000000000;37.5000000000;24.5200000000;21.5600000000;33.1666666667;25.1666666667;2
88.8375060572;-59.5816718806;3;0;3;42.0000000000;27.8333333333;34.5200000000;22.8800000000;43.3333333333;28.4166666667;1
21.5929436546;-18.7268495593;3;0;3;40.5000000000;20.3333333333;24.4000000000;23.0800000000;27.0000000000;32.1250000000;1
17.8317503392;-34.2857142857;4;0;4;42.1250000000;23.1250000000;28.7200000000;28.5200000000;38.8333333333;38.6666666667;1
-59.5816718806;-32.1639913835;1;1;2;41.2500000000;42.2500000000;22.8800000000;24.0400000000;28.3333333333;27.7500000000;1
-57.3418216158;88.8375060572;0;2;2;24.5000000000;42.5000000000;19.1200000000;34.5200000000;24.3750000000;43.0000000000;2
17.8317503392;-34.2857142857;4;0;4;42.1250000000;23.1250000000;28.7200000000;28.5200000000;38.8333333333;38.6666666667;1
-32.1639913835;-57.3418216158;3;0;3;41.3333333333;21.8333333333;24.0400000000;19.1200000000;25.1250000000;21.2500000000;1
88.8375060572;-59.5816718806;3;0;3;42.0000000000;27.8333333333;34.5200000000;22.8800000000;43.3333333333;28.4166666667;1
-28.9275188662;8.4332258294;0;3;3;26.1666666667;43.0000000000;30.0800000000;28.5600000000;44.5000000000;32.6250000000;2
64.6263186985;-16.3868425561;2;1;3;36.5000000000;29.8333333333;31.8800000000;24.4400000000;43.0000000000;24.5000000000;1
-9.2084785134;64.6263186985;0;2;2;27.2500000000;41.2500000000;27.6000000000;31.8800000000;42.0000000000;43.5000000000;2
-9.2084785134;-16.3868425561;2;0;2;42.7500000000;31.2500000000;27.6000000000;24.4400000000;34.2500000000;23.3750000000;1
-9.2084785134;-16.3868425561;2;0;2;42.7500000000;31.2500000000;27.6000000000;24.4400000000;34.2500000000;23.3750000000;1
28.0317460317;24.3067928731;0;2;2;13.0000000000;39.0000000000;26.8800000000;26.8800000000;37.8333333333;26.8333333333;2
8.4332258294;-28.9275188662;3;0;3;43.0000000000;26.1666666667;28.5600000000;30.0800000000;32.6250000000;44.5000000000;1
24.3067928731;28.0317460317;2;0;2;39.0000000000;13.0000000000;26.8800000000;26.8800000000;26.8333333333;37.8333333333;1
4.6239248169;-9.5590344759;2;1;3;36.0000000000;29.8333333333;26.1200000000;21.6400000000;38.7000000000;23.1000000000;1
74.0163442795;16.8372515687;3;1;4;38.0000000000;31.5000000000;30.5200000000;28.2800000000;40.6666666667;25.0000000000;2
5.1646924356;14.9445061043;0;2;2;35.5000000000;45.7500000000;28.8000000000;24.7600000000;37.3333333333;31.8333333333;2
-77.1309235291;19.5068238213;0;1;1;21.5000000000;42.5000000000;22.6000000000;29.3600000000;28.0000000000;37.3333333333;2
16.8372515687;-77.1309235291;0;1;1;12.0000000000;38.0000000000;28.2800000000;22.6000000000;34.2500000000;28.0000000000;2
-9.5590344759;5.1646924356;1;1;2;27.0000000000;36.5000000000;21.6400000000;28.8000000000;25.1666666667;35.1666666667;2
14.9445061043;4.6239248169;0;1;1;23.5000000000;40.0000000000;24.7600000000;26.1200000000;40.8750000000;39.1250000000;2
19.5068238213;74.0163442795;1;2;3;35.1666666667;40.8333333333;29.3600000000;30.5200000000;45.0000000000;37.3333333333;1
4.6239248169;5.1646924356;1;3;4;30.2500000000;40.8750000000;26.1200000000;28.8000000000;36.0000000000;32.0000000000;2
74.0163442795;-77.1309235291;3;0;3;42.0000000000;27.8333333333;30.5200000000;22.6000000000;34.7000000000;24.5000000000;1
16.8372515687;19.5068238213;3;2;5;35.2000000000;32.3000000000;28.2800000000;29.3600000000;31.5000000000;45.8333333333;1
-9.5590344759;14.9445061043;0;2;2;12.5000000000;38.2500000000;21.6400000000;24.7600000000;33.7500000000;37.2500000000;2
1.5179487179;3.0997531218;1;1;2;41.0000000000;43.5000000000;27.1200000000;28.5200000000;31.6250000000;36.8750000000;1
74.0163442795;-77.1309235291;3;0;3;42.0000000000;27.8333333333;30.5200000000;22.6000000000;34.7000000000;24.5000000000;1
4.6239248169;-9.5590344759;2;1;3;36.0000000000;29.8333333333;26.1200000000;21.6400000000;38.7000000000;23.1000000000;1
1.5179487179;3.0997531218;1;1;2;41.0000000000;43.5000000000;27.1200000000;28.5200000000;31.6250000000;36.8750000000;2
16.8372515687;19.5068238213;3;2;5;35.2000000000;32.3000000000;28.2800000000;29.3600000000;31.5000000000;45.8333333333;2
5.1646924356;14.9445061043;0;2;2;35.5000000000;45.7500000000;28.8000000000;24.7600000000;37.3333333333;31.8333333333;2
22.4119637091;79.9147537507;0;2;2;14.5000000000;39.7500000000;27.2000000000;31.6400000000;35.5000000000;40.8333333333;2
19.6132626821;10.0468452642;1;1;2;43.5000000000;42.0000000000;25.8000000000;27.6400000000;22.2500000000;22.2500000000;1
-100.3110465116;16.8372515687;0;2;2;16.7500000000;40.5000000000;17.3600000000;28.2800000000;40.2500000000;40.0000000000;2
79.9147537507;-71.1523621073;1;0;1;37.5000000000;10.0000000000;31.6400000000;22.7200000000;42.7500000000;32.3750000000;1
10.0468452642;-100.3110465116;1;1;2;30.7500000000;27.5000000000;27.6400000000;17.3600000000;33.5833333333;21.5000000000;2
16.8372515687;19.6132626821;1;1;2;25.2500000000;29.5000000000;28.2800000000;25.8000000000;42.8333333333;30.5000000000;1
-90.0797245398;43.2698412698;0;4;4;19.5000000000;40.3750000000;19.5600000000;30.5600000000;30.5000000000;33.1000000000;2
22.4119637091;-71.1523621073;3;0;3;44.5000000000;33.0000000000;27.2000000000;22.7200000000;27.8333333333;20.5000000000;1
19.6132626821;-100.3110465116;0;1;1;23.0000000000;40.5000000000;25.8000000000;17.3600000000;32.0000000000;30.2500000000;2
10.0468452642;16.8372515687;0;1;1;23.0000000000;41.5000000000;27.6400000000;28.2800000000;35.0000000000;40.7500000000;2
43.2698412698;-90.0797245398;4;0;4;40.3750000000;19.5000000000;30.5600000000;19.5600000000;33.1000000000;30.5000000000;1
19.6132626821;10.0468452642;1;1;2;43.5000000000;42.0000000000;25.8000000000;27.6400000000;22.2500000000;22.2500000000;2
79.9147537507;22.4119637091;2;0;2;39.7500000000;14.5000000000;31.6400000000;27.2000000000;40.8333333333;35.5000000000;1
16.8372515687;-100.3110465116;2;0;2;40.5000000000;16.7500000000;28.2800000000;17.3600000000;40.0000000000;40.2500000000;1
37.7911018066;4.6239248169;1;0;1;41.0000000000;22.5000000000;29.2800000000;26.1200000000;37.5000000000;40.3000000000;1
-56.5226411774;5.1646924356;0;2;2;15.7500000000;40.0000000000;22.5200000000;28.8000000000;34.0000000000;33.0000000000;2
64.5433667182;-1.8627299816;1;2;3;35.6666666667;38.8333333333;31.0800000000;28.1200000000;41.0833333333;30.5833333333;1
4.6239248169;-9.5590344759;2;1;3;36.0000000000;29.8333333333;26.1200000000;21.6400000000;38.7000000000;23.1000000000;2
37.7911018066;-56.5226411774;2;0;2;41.0000000000;23.0000000000;29.2800000000;22.5200000000;39.0000000000;19.0000000000;1
-39.0956414837;64.5433667182;0;2;2;21.0000000000;41.5000000000;26.0800000000;31.0800000000;34.7500000000;41.3333333333;2
-9.5590344759;5.1646924356;1;1;2;27.0000000000;36.5000000000;21.6400000000;28.8000000000;25.1666666667;35.1666666667;1
0.4578313253;16.9582609605;1;4;5;28.1000000000;35.9000000000;26.9600000000;28.2800000000;36.3000000000;36.9000000000;2
26.1606920950;-1.8627299816;1;1;2;25.0000000000;29.7500000000;25.1600000000;28.1200000000;27.9166666667;35.0833333333;1
4.6239248169;-56.5226411774;1;0;1;47.0000000000;34.0000000000;26.1200000000;22.5200000000;34.4000000000;25.9000000000;1
16.9582609605;1.5358955889;2;2;4;37.2500000000;36.1250000000;28.2800000000;28.0400000000;39.2500000000;31.4166666667;1
5.1646924356;37.7911018066;0;1;1;13.5000000000;38.5000000000;28.8000000000;29.2800000000;37.3750000000;41.3750000000;2
-1.8627299816;-39.0956414837;2;1;3;34.5000000000;39.3333333333;28.1200000000;26.0800000000;31.5000000000;28.7500000000;1
64.5433667182;26.1606920950;2;0;2;41.0000000000;23.5000000000;31.0800000000;25.1600000000;38.9166666667;32.6666666667;1
-56.5226411774;-9.5590344759;1;2;3;32.1666666667;41.0000000000;22.5200000000;21.6400000000;29.7000000000;23.5000000000;2
5.1646924356;4.6239248169;3;1;4;40.8750000000;30.2500000000;28.8000000000;26.1200000000;32.0000000000;36.0000000000;1
0.4578313253;1.5358955889;3;1;4;36.2500000000;26.5000000000;26.9600000000;28.0400000000;28.6000000000;33.2000000000;1
-9.5590344759;37.7911018066;1;2;3;25.1666666667;34.8333333333;21.6400000000;29.2800000000;40.5000000000;37.1250000000;2
26.1606920950;-39.0956414837;0;1;1;39.0000000000;45.5000000000;25.1600000000;26.0800000000;28.4000000000;31.1000000000;2
5.1646924356;4.6239248169;3;1;4;40.8750000000;30.2500000000;28.8000000000;26.1200000000;32.0000000000;36.0000000000;2
64.5433667182;-1.8627299816;1;2;3;35.6666666667;38.8333333333;31.0800000000;28.1200000000;41.0833333333;30.5833333333;2
37.7911018066;-9.5590344759;2;1;3;34.8333333333;25.1666666667;29.2800000000;21.6400000000;37.1250000000;40.5000000000;1
0.1471557242;43.2698412698;1;5;6;35.9166666667;44.8333333333;30.1200000000;30.5600000000;41.0000000000;33.5000000000;2
31.0464868828;-32.1639913835;2;1;3;40.5000000000;32.0000000000;28.0000000000;24.0400000000;31.8333333333;26.8333333333;1
-0.3301168106;-56.0171821306;1;1;2;38.0000000000;34.5000000000;31.0000000000;23.4400000000;39.1428571429;26.0000000000;2
14.5611244442;71.5117338802;0;2;2;10.2500000000;37.5000000000;25.0400000000;30.0000000000;35.3333333333;35.7500000000;2
12.3628538116;-74.2932960894;2;0;2;40.0000000000;21.2500000000;27.9200000000;21.9200000000;33.6250000000;28.9375000000;1
34.9828070897;-57.7420027816;2;0;2;42.5000000000;21.5000000000;27.6400000000;21.5600000000;32.5714285714;25.9285714286;1
-20.0687225722;79.6926526103;2;2;4;35.7500000000;33.7500000000;27.2000000000;29.5200000000;36.1666666667;36.4166666667;1
2.6328606217;50.7762442493;1;0;1;42.0000000000;24.5000000000;25.7600000000;30.4000000000;19.8750000000;39.6250000000;1
-2.3304883831;50.7762442493;0;1;1;10.5000000000;37.5000000000;23.6400000000;30.4000000000;27.2500000000;34.9166666667;2
-11.7876045523;75.0297935731;0;4;4;19.2500000000;39.2500000000;23.6400000000;29.0000000000;32.9375000000;35.6250000000;2
-121.2196698978;71.5117338802;0;2;2;18.7500000000;40.5000000000;19.5600000000;30.0000000000;24.2500000000;34.7500000000;2
-6.7931643989;-2.3304883831;1;0;1;37.5000000000;11.0000000000;23.8800000000;23.6400000000;30.0000000000;32.0000000000;1
67.0615640784;-63.2043010753;1;1;2;27.2500000000;32.5000000000;27.2800000000;17.6000000000;35.8125000000;19.3750000000;1
-0.3301168106;-57.7420027816;2;0;2;42.5000000000;27.2500000000;31.0000000000;21.5600000000;39.0000000000;26.8000000000;1
14.5611244442;-20.0687225722;1;2;3;31.6666666667;39.1666666667;25.0400000000;27.2000000000;24.5000000000;33.3333333333;2
12.3628538116;50.7762442493;0;2;2;30.7500000000;41.2500000000;27.9200000000;30.4000000000;35.9375000000;37.1875000000;2
-38.1840991760;-38.3080168776;1;0;1;42.5000000000;20.5000000000;21.5200000000;23.7200000000;26.5625000000;29.7500000000;1
-49.6886712496;-56.0171821306;1;1;2;40.5000000000;35.2500000000;24.5200000000;23.4400000000;29.6428571429;25.7857142857;1
-121.2196698978;79.6926526103;0;3;3;20.8333333333;41.6666666667;19.5600000000;29.5200000000;25.0000000000;35.0000000000;2
-2.3304883831;-74.2932960894;1;0;1;45.0000000000;33.5000000000;23.6400000000;21.9200000000;21.5000000000;26.5000000000;1
-11.7876045523;-63.2043010753;2;0;2;37.7500000000;9.0000000000;23.6400000000;17.6000000000;27.5000000000;25.2500000000;1
-20.0687225722;71.5117338802;0;5;5;26.5000000000;42.6000000000;27.2000000000;30.0000000000;36.3333333333;33.7500000000;2
2.6328606217;-6.7931643989;0;1;1;22.0000000000;39.0000000000;25.7600000000;23.8800000000;24.8750000000;29.6250000000;2
-38.3080168776;75.0297935731;0;3;3;25.5000000000;42.6666666667;23.7200000000;29.0000000000;30.3750000000;34.6250000000;2
-0.3301168106;-49.6886712496;1;1;2;35.7500000000;41.5000000000;31.0000000000;24.5200000000;39.5000000000;27.9375000000;1
14.5611244442;79.6926526103;1;3;4;21.2500000000;32.5000000000;25.0400000000;29.5200000000;33.7857142857;34.7142857143;2
12.3628538116;-2.3304883831;2;0;2;42.2500000000;25.5000000000;27.9200000000;23.6400000000;32.5000000000;24.6000000000;1
-121.2196698978;-20.0687225722;1;2;3;22.0000000000;38.3333333333;19.5600000000;27.2000000000;23.6428571429;32.4285714286;1
-6.7931643989;50.7762442493;1;1;2;39.0000000000;42.0000000000;23.8800000000;30.4000000000;30.7000000000;37.6000000000;2
-11.7876045523;-38.3080168776;3;0;3;47.1666666667;34.5000000000;23.6400000000;23.7200000000;25.4375000000;29.4375000000;1
34.9828070897;-56.0171821306;1;0;1;42.5000000000;22.5000000000;27.6400000000;23.4400000000;32.8750000000;31.0000000000;1
79.6926526103;71.5117338802;2;1;3;35.1666666667;27.5000000000;29.5200000000;30.0000000000;38.2142857143;41.3571428571;1
2.6328606217;-74.2932960894;0;1;1;13.5000000000;39.0000000000;25.7600000000;21.9200000000;27.0000000000;27.1250000000;2
-38.1840991760;-63.2043010753;1;0;1;42.0000000000;23.0000000000;21.5200000000;17.6000000000;26.6250000000;23.4375000000;1
-121.2196698978;14.5611244442;0;3;3;23.3333333333;41.8333333333;19.5600000000;25.0400000000;21.2857142857;26.7142857143;2
12.3628538116;-6.7931643989;2;1;3;40.8333333333;35.6666666667;27.9200000000;23.8800000000;34.8000000000;28.7000000000;1
67.0615640784;75.0297935731;2;2;4;29.2500000000;26.3750000000;27.2800000000;29.0000000000;34.8125000000;39.1250000000;1
34.9828070897;-49.6886712496;2;0;2;40.0000000000;15.5000000000;27.6400000000;24.5200000000;30.3333333333;35.3333333333;1
2.6328606217;-2.3304883831;0;1;1;9.0000000000;37.5000000000;25.7600000000;23.6400000000;31.0000000000;27.8000000000;2
-11.7876045523;-38.1840991760;1;1;2;38.5000000000;27.2500000000;23.6400000000;21.5200000000;24.2142857143;28.6428571429;2
-57.7420027816;-56.0171821306;1;0;1;42.5000000000;37.0000000000;21.5600000000;23.4400000000;20.5833333333;30.2500000000;1
50.7762442493;-74.2932960894;2;0;2;41.0000000000;24.0000000000;30.4000000000;21.9200000000;37.2500000000;28.2500000000;1
67.0615640784;-38.3080168776;2;1;3;36.8333333333;35.0000000000;27.2800000000;23.7200000000;34.2500000000;28.5000000000;1
-0.3301168106;34.9828070897;3;0;3;42.5000000000;26.1666666667;31.0000000000;27.6400000000;37.0000000000;36.5000000000;1
12.3628538116;2.6328606217;1;0;1;44.0000000000;35.0000000000;27.9200000000;25.7600000000;38.1250000000;21.6250000000;1
-63.2043010753;75.0297935731;0;2;2;10.2500000000;37.5000000000;17.6000000000;29.0000000000;24.9375000000;35.9375000000;2
-6.7931643989;-74.2932960894;1;1;2;31.0000000000;32.0000000000;23.8800000000;21.9200000000;31.5000000000;26.2000000000;2
-11.7876045523;67.0615640784;1;3;4;25.0000000000;36.5000000000;23.6400000000;27.2800000000;32.9375000000;32.3750000000;2
-38.1840991760;75.0297935731;1;1;2;26.5000000000;37.2500000000;21.5200000000;29.0000000000;28.8571428571;34.6428571429;2
-41.1651212732;-109.7369925672;1;1;2;25.7500000000;30.0000000000;23.3600000000;19.9600000000;21.6250000000;23.1250000000;1
4.3895503821;-70.2598588626;1;1;2;34.0000000000;33.0000000000;29.0400000000;24.6400000000;36.8750000000;30.2500000000;1
-38.3080168776;-63.2043010753;1;1;2;24.7500000000;25.2500000000;23.7200000000;17.6000000000;30.8750000000;21.1875000000;2
6.4528985507;131.7436208991;0;3;3;20.1666666667;41.1666666667;25.8800000000;34.1600000000;39.5833333333;43.7500000000;2
46.3624240378;-17.4957340394;3;0;3;39.6666666667;17.8333333333;30.5600000000;22.6400000000;40.1666666667;34.1666666667;1
-41.1651212732;131.7436208991;0;2;2;21.5000000000;42.0000000000;23.3600000000;34.1600000000;23.7500000000;41.8750000000;2
6.4528985507;-109.7369925672;3;0;3;40.1666666667;18.8333333333;25.8800000000;19.9600000000;27.7500000000;30.5000000000;1
4.3895503821;-17.4957340394;0;3;3;37.5000000000;45.8333333333;29.0400000000;22.6400000000;38.5833333333;22.7500000000;2
-41.1651212732;6.4528985507;0;2;2;21.7500000000;40.2500000000;23.3600000000;25.8800000000;23.6250000000;25.0000000000;2
131.7436208991;-109.7369925672;3;0;3;46.0000000000;32.1666666667;34.1600000000;19.9600000000;41.4166666667;21.0833333333;1
46.3624240378;40.6822612086;0;3;3;27.3333333333;41.6666666667;30.5600000000;27.9600000000;40.3333333333;30.6666666667;2
6.4528985507;-41.1651212732;2;0;2;40.2500000000;21.7500000000;25.8800000000;23.3600000000;25.0000000000;23.6250000000;1
-109.7369925672;131.7436208991;0;3;3;32.1666666667;46.0000000000;19.9600000000;34.1600000000;21.0833333333;41.4166666667;2
40.6822612086;-17.4957340394;2;1;3;28.0000000000;19.8333333333;27.9600000000;22.6400000000;37.8750000000;29.0625000000;2
-109.7369925672;6.4528985507;0;3;3;18.8333333333;40.1666666667;19.9600000000;25.8800000000;30.5000000000;27.7500000000;2
46.3624240378;-70.2598588626;2;0;2;43.2500000000;26.5000000000;30.5600000000;24.6400000000;36.9375000000;31.8750000000;1
131.7436208991;-41.1651212732;2;0;2;42.0000000000;21.5000000000;34.1600000000;23.3600000000;41.8750000000;23.7500000000;1
4.3895503821;40.6822612086;2;1;3;34.6666666667;26.0000000000;29.0400000000;27.9600000000;37.2500000000;34.0833333333;1
-109.7369925672;-41.1651212732;1;1;2;30.0000000000;25.7500000000;19.9600000000;23.3600000000;23.1250000000;21.6250000000;1
131.7436208991;6.4528985507;3;0;3;41.1666666667;20.1666666667;34.1600000000;25.8800000000;43.7500000000;39.5833333333;1
-17.4957340394;-70.2598588626;1;0;1;46.0000000000;36.0000000000;22.6400000000;24.6400000000;25.5714285714;29.5000000000;1
4.3895503821;46.3624240378;2;2;4;34.6250000000;40.6250000000;29.0400000000;30.5600000000;37.1875000000;38.1875000000;2
20.9245065455;64.7661016949;0;1;1;9.5000000000;37.5000000000;25.1200000000;30.3200000000;38.3750000000;30.3750000000;2
40.6822612086;-70.2598588626;1;0;1;44.0000000000;29.0000000000;27.9600000000;24.6400000000;32.5000000000;30.5000000000;1
-55.0920716113;-10.0353669319;0;1;1;36.0000000000;42.5000000000;21.6800000000;24.2800000000;23.8750000000;18.8750000000;2
-42.5173362028;-33.3736387042;1;2;3;30.1666666667;37.8333333333;23.4800000000;28.5600000000;30.7500000000;34.7500000000;2
14.9449719990;74.5370907584;1;3;4;25.1250000000;40.0000000000;25.3200000000;28.6400000000;34.0625000000;33.9375000000;2
20.2561450703;-24.3356160474;1;1;2;32.5000000000;30.7500000000;26.4000000000;25.8000000000;35.5000000000;37.0000000000;2
17.4544279250;3.6686881778;2;2;4;35.8750000000;30.1250000000;26.9600000000;21.4800000000;32.6250000000;25.8125000000;2
42.2235884320;-25.4196615107;0;2;2;23.0000000000;41.5000000000;27.2000000000;27.0000000000;38.9285714286;31.2142857143;2
-55.0920716113;74.5370907584;1;3;4;16.8750000000;38.1250000000;21.6800000000;28.6400000000;31.8125000000;35.3750000000;2
3.6686881778;-10.0353669319;1;0;1;38.5000000000;11.5000000000;21.4800000000;24.2800000000;29.2500000000;26.6250000000;1
-25.4196615107;-33.3736387042;0;2;2;31.5000000000;43.5000000000;27.0000000000;28.5600000000;34.0714285714;33.5000000000;2
14.9449719990;17.4544279250;2;2;4;34.2500000000;38.0000000000;25.3200000000;26.9600000000;32.1875000000;33.0000000000;2
-42.5173362028;20.2561450703;1;2;3;29.8333333333;36.0000000000;23.4800000000;26.4000000000;33.8000000000;34.3000000000;2
-55.0920716113;3.6686881778;3;1;4;41.5000000000;32.2500000000;21.6800000000;21.4800000000;23.0000000000;25.8750000000;1
-42.5173362028;-25.4196615107;1;1;2;32.7500000000;30.7500000000;23.4800000000;27.0000000000;26.4285714286;34.2857142857;2
17.4544279250;74.5370907584;1;3;4;28.2500000000;34.6250000000;26.9600000000;28.6400000000;34.3750000000;38.0625000000;2
20.2561450703;42.2235884320;0;2;2;18.5000000000;40.7500000000;26.4000000000;27.2000000000;37.8333333333;35.6666666667;2
14.9449719990;-10.0353669319;1;0;1;37.5000000000;11.5000000000;25.3200000000;24.2800000000;27.6250000000;26.6250000000;1
42.2235884320;-24.3356160474;1;2;3;33.3333333333;35.8333333333;27.2000000000;25.8000000000;42.7000000000;38.1000000000;2
-24.3356160474;-33.3736387042;2;0;2;46.0000000000;36.5000000000;25.8000000000;28.5600000000;32.6000000000;33.9000000000;1
-55.0920716113;17.4544279250;0;4;4;30.1250000000;45.1250000000;21.6800000000;26.9600000000;25.9375000000;30.7500000000;2
14.9449719990;3.6686881778;2;2;4;27.2500000000;25.3750000000;25.3200000000;21.4800000000;30.1875000000;30.8750000000;1
