"h_wt_score";"a_wt_score";"h_h2h_wins";"a_h2h_wins";"t_h2h";"h_h2h_wt_score";"a_h2h_wt_score";"h_lg_wt_score";"a_lg_wt_score";"h_d_opp_wt_score";"a_d_opp_wt_score";"winner"
48.8784904980;-24.2009891220;4;1;5;34.8000000000;23.4000000000;30.5600000000;21.8000000000;35.3333333333;29.0000000000;1
-7.3549873674;-46.1716913643;3;3;6;33.1666666667;31.7500000000;25.6400000000;16.5600000000;31.2142857143;18.7142857143;2
13.5525114155;-46.1943184211;0;2;2;12.0000000000;37.5000000000;23.8000000000;23.3600000000;29.2000000000;27.6000000000;2
15.5086235888;-18.8251229388;3;0;3;43.5000000000;32.0000000000;30.5200000000;29.0000000000;33.6000000000;34.0000000000;1
31.2210925040;5.0792253521;5;2;7;37.5000000000;32.8571428571;32.9200000000;30.6000000000;39.8571428571;39.8571428571;1
-6.9996237773;-7.4801898448;3;2;5;34.9000000000;32.7000000000;26.6400000000;24.0400000000;31.0833333333;32.2500000000;1
39.1359173331;-55.3551077137;4;1;5;39.6000000000;35.7000000000;29.4800000000;25.6400000000;36.9285714286;31.5000000000;1
-34.7597783461;-7.3549873674;1;0;1;43.0000000000;21.5000000000;22.5200000000;25.6400000000;39.8333333333;37.5000000000;1
-44.2012797612;48.8784904980;0;1;1;23.5000000000;41.0000000000;21.7200000000;30.5600000000;25.0000000000;34.1666666667;2
-1.0101940427;-44.7565237651;1;0;1;42.0000000000;25.5000000000;32.4000000000;23.3200000000;37.1000000000;36.9000000000;1
-23.4285714286;65.9212244526;1;1;2;25.7500000000;36.2500000000;28.8000000000;28.0800000000;41.9000000000;38.0000000000;2
4.8625065824;5.8141160028;2;1;3;42.6666666667;41.0000000000;22.7200000000;30.9600000000;26.2142857143;37.7142857143;2
-23.0533768270;11.6212259621;3;5;8;29.5000000000;34.3750000000;23.8400000000;27.3200000000;29.3333333333;31.2500000000;2
-24.2009891220;-38.0947779522;1;0;1;39.5000000000;26.0000000000;21.8000000000;25.8800000000;18.6666666667;36.6666666667;1
-46.1716913643;27.1617422289;1;5;6;25.8333333333;38.9166666667;16.5600000000;22.5200000000;24.9166666667;21.0000000000;2
-5.4027434209;12.9784655302;1;0;1;46.0000000000;36.0000000000;31.4800000000;24.6400000000;40.4000000000;25.1000000000;1
30.8323323083;24.9808755535;1;1;2;35.0000000000;38.5000000000;29.2000000000;26.8800000000;38.0000000000;32.0000000000;2
13.5525114155;-1.0101940427;1;1;2;26.7500000000;36.7500000000;23.8000000000;32.4000000000;29.9000000000;38.0000000000;2
15.5086235888;-23.4285714286;1;1;2;27.7500000000;32.5000000000;30.5200000000;28.8000000000;39.7000000000;35.5000000000;2
-5.4027434209;-46.1943184211;3;1;4;39.2500000000;33.0000000000;31.4800000000;23.3600000000;40.7000000000;29.5000000000;1
30.8323323083;-18.8251229388;2;2;4;39.1250000000;34.1250000000;29.2000000000;29.0000000000;33.5833333333;31.1666666667;2
9.8218783796;-44.7565237651;2;1;3;33.3333333333;32.6666666667;30.9600000000;23.3200000000;41.6428571429;29.0714285714;2
-7.1992605233;65.9212244526;0;2;2;15.5000000000;40.0000000000;21.5600000000;28.0800000000;29.7500000000;38.0833333333;2
-21.5893832943;41.9074074074;0;3;3;27.6666666667;43.5000000000;22.2400000000;26.2800000000;27.8571428571;28.2857142857;2
-8.3281025586;-6.1646097688;2;2;4;31.3750000000;39.0000000000;27.7600000000;27.8400000000;39.2500000000;36.3750000000;1
-42.2095642933;44.2172543714;2;1;3;34.5000000000;32.3333333333;26.1600000000;26.3600000000;28.6666666667;32.6666666667;1
18.9212577735;-7.9467775033;0;1;1;21.5000000000;41.0000000000;23.3200000000;21.2800000000;34.5000000000;29.6666666667;2
13.5525114155;-5.4027434209;1;0;1;45.5000000000;34.0000000000;23.8000000000;31.4800000000;22.5000000000;42.8000000000;1
15.5086235888;30.8323323083;3;0;3;43.3333333333;27.1666666667;30.5200000000;29.2000000000;33.4000000000;35.4000000000;1
-38.8410354296;30.7659501142;0;1;1;9.5000000000;37.5000000000;21.0800000000;29.7600000000;31.5000000000;38.1666666667;2
9.8218783796;-1.0101940427;1;0;1;44.0000000000;26.0000000000;30.9600000000;32.4000000000;39.2000000000;40.3000000000;1
-7.1992605233;-23.4285714286;1;1;2;32.0000000000;27.7500000000;21.5600000000;28.8000000000;25.0000000000;34.7000000000;2
30.8568667003;-6.1646097688;2;1;3;34.5000000000;25.5000000000;28.9200000000;27.8400000000;27.8333333333;38.1666666667;2
55.0312351796;-42.2095642933;3;0;3;43.5000000000;25.6666666667;28.2000000000;26.1600000000;25.8333333333;36.0000000000;1
-38.1429050562;18.9212577735;4;2;6;38.7500000000;33.0833333333;25.0000000000;23.3200000000;20.1666666667;29.5000000000;1
-44.7565237651;12.9784655302;1;0;1;37.5000000000;9.0000000000;23.3200000000;24.6400000000;34.5000000000;30.5000000000;1
65.9212244526;24.9808755535;1;1;2;40.2500000000;36.0000000000;28.0800000000;26.8800000000;37.2000000000;34.9000000000;1
-38.8410354296;-7.9467775033;1;0;1;38.5000000000;13.5000000000;21.0800000000;21.2800000000;21.8333333333;38.8333333333;1
15.5086235888;-7.1992605233;1;1;2;36.5000000000;28.2500000000;30.5200000000;21.5600000000;35.1000000000;28.3000000000;1
13.5525114155;9.8218783796;0;1;1;39.0000000000;48.0000000000;23.8000000000;30.9600000000;23.8000000000;38.4000000000;2
-21.5893832943;10.0950269243;2;1;3;31.6666666667;32.1666666667;22.2400000000;28.7600000000;26.1428571429;37.5714285714;1
30.8568667003;-22.3470819304;2;0;2;41.0000000000;25.2500000000;28.9200000000;26.7200000000;32.5833333333;39.0000000000;1
-42.2095642933;10.8645327201;1;2;3;33.3333333333;32.1666666667;26.1600000000;24.7600000000;28.0000000000;32.1000000000;1
18.9212577735;30.7659501142;1;0;1;45.5000000000;28.5000000000;23.3200000000;29.7600000000;26.5000000000;41.1666666667;1
-1.0101940427;12.9784655302;2;0;2;44.5000000000;31.2500000000;32.4000000000;24.6400000000;37.0000000000;26.9000000000;1
-23.4285714286;24.9808755535;1;0;1;46.0000000000;37.5000000000;28.8000000000;26.8800000000;34.1000000000;32.4000000000;1
-38.8410354296;18.9212577735;2;6;8;28.6875000000;35.7500000000;21.0800000000;23.3200000000;24.7500000000;28.7500000000;1
-46.1943184211;-44.7565237651;0;1;1;9.5000000000;37.5000000000;23.3600000000;23.3200000000;31.6666666667;30.1666666667;2
-18.8251229388;65.9212244526;0;3;3;25.3333333333;42.5000000000;29.0000000000;28.0800000000;35.9000000000;37.2000000000;2
55.0312351796;44.2172543714;0;3;3;33.1666666667;44.5000000000;28.2000000000;26.3600000000;32.5000000000;30.3333333333;2
-38.1429050562;-7.9467775033;0;1;1;11.0000000000;38.5000000000;25.0000000000;21.2800000000;32.5000000000;30.5000000000;2
-8.3281025586;-22.3470819304;0;2;2;33.7500000000;45.0000000000;27.7600000000;26.7200000000;40.7500000000;32.4166666667;2
-38.8410354296;-38.1429050562;3;1;4;34.1250000000;23.8750000000;21.0800000000;25.0000000000;30.1666666667;23.1666666667;2
41.9074074074;10.0950269243;0;3;3;19.8333333333;40.0000000000;26.2800000000;28.7600000000;38.4285714286;34.2142857143;2
30.8568667003;-8.3281025586;1;4;5;26.7000000000;37.5000000000;28.9200000000;27.7600000000;37.1428571429;33.9285714286;2
44.2172543714;10.8645327201;2;1;3;38.6666666667;31.0000000000;26.3600000000;24.7600000000;30.3333333333;30.5000000000;1
-7.9467775033;30.7659501142;4;5;9;30.4444444444;33.9444444444;21.2800000000;29.7600000000;27.8571428571;35.4285714286;2
-22.3470819304;-6.1646097688;0;1;1;25.0000000000;39.5000000000;26.7200000000;27.8400000000;30.5000000000;31.6666666667;2
-2.3009923610;-37.7354997095;2;1;3;38.1666666667;26.0000000000;23.9600000000;22.8400000000;29.3750000000;29.8750000000;1
-22.6518250091;-17.2747624602;2;1;3;36.8333333333;30.1666666667;27.4400000000;23.0800000000;38.8333333333;31.3333333333;1
-22.6518250091;-2.3009923610;3;1;4;37.8750000000;23.5000000000;27.4400000000;23.9600000000;41.6666666667;39.8333333333;1
64.1704240655;-17.2747624602;3;0;3;39.6666666667;19.0000000000;30.4400000000;23.0800000000;37.3571428571;33.0714285714;1
64.1704240655;-37.7354997095;3;0;3;39.5000000000;18.5000000000;30.4400000000;22.8400000000;37.4285714286;32.8571428571;1
-2.3009923610;-17.2747624602;2;3;5;37.4000000000;34.2000000000;23.9600000000;23.0800000000;30.7500000000;32.6250000000;1
64.1704240655;-2.3009923610;0;1;1;23.0000000000;41.5000000000;30.4400000000;23.9600000000;40.0000000000;29.6000000000;2
-22.6518250091;-37.7354997095;4;1;5;38.7000000000;29.3000000000;27.4400000000;22.8400000000;38.8333333333;17.1666666667;1
-31.3022432113;70.9691087868;0;2;2;9.5000000000;37.5000000000;22.1600000000;29.2800000000;30.5000000000;34.8571428571;2
64.1704240655;-22.6518250091;1;0;1;45.0000000000;33.0000000000;30.4400000000;27.4400000000;33.8333333333;43.1666666667;1
31.7122892948;-19.6731993045;5;2;7;34.0000000000;27.2142857143;29.7200000000;30.4000000000;40.2500000000;40.4166666667;1
-37.7354997095;-17.2747624602;2;5;7;29.1428571429;39.0714285714;22.8400000000;23.0800000000;23.6428571429;25.8571428571;2
-13.1251236595;70.9691087868;1;2;3;27.6666666667;35.1666666667;21.0000000000;29.2800000000;24.0833333333;36.1666666667;2
-31.3022432113;31.7122892948;2;1;3;31.5000000000;28.3333333333;22.1600000000;29.7200000000;28.3333333333;40.7500000000;1
11.3697705803;49.7959707901;0;2;2;10.7500000000;37.5000000000;25.9600000000;27.6800000000;36.7500000000;41.7500000000;2
-13.1251236595;-19.6731993045;5;3;8;37.1875000000;31.8125000000;21.0000000000;30.4000000000;16.5000000000;40.2500000000;2
-31.2069438726;11.3697705803;0;2;2;22.7500000000;41.7500000000;24.6400000000;25.9600000000;34.7500000000;21.2500000000;2
31.7122892948;70.9691087868;2;3;5;26.9000000000;33.3000000000;29.7200000000;29.2800000000;36.1666666667;39.0000000000;1
16.1397842664;49.7959707901;2;2;4;24.7500000000;27.1250000000;25.9200000000;27.6800000000;37.9285714286;36.9285714286;2
-13.1251236595;31.7122892948;1;3;4;24.2500000000;33.3750000000;21.0000000000;29.7200000000;18.1000000000;35.9000000000;2
16.1397842664;11.3697705803;1;1;2;30.0000000000;31.7500000000;25.9200000000;25.9600000000;25.3750000000;26.2500000000;2
-31.3022432113;-19.6731993045;0;3;3;25.0000000000;43.1666666667;22.1600000000;30.4000000000;26.2500000000;36.8333333333;2
-31.2069438726;49.7959707901;2;2;4;36.1250000000;39.2500000000;24.6400000000;27.6800000000;31.6250000000;38.1250000000;2
-13.1251236595;-31.3022432113;1;1;2;29.2500000000;26.5000000000;21.0000000000;22.1600000000;22.5833333333;28.9166666667;2
16.1397842664;-31.2069438726;3;1;4;42.5000000000;37.0000000000;25.9200000000;24.6400000000;20.2500000000;25.8750000000;2
-19.6731993045;70.9691087868;3;3;6;29.7500000000;35.9166666667;30.4000000000;29.2800000000;40.8571428571;36.0000000000;1
11.3697705803;49.7959707901;0;2;2;10.7500000000;37.5000000000;25.9600000000;27.6800000000;36.7500000000;41.7500000000;2
-31.2069438726;11.3697705803;0;2;2;22.7500000000;41.7500000000;24.6400000000;25.9600000000;34.7500000000;21.2500000000;2
16.1397842664;49.7959707901;2;2;4;24.7500000000;27.1250000000;25.9200000000;27.6800000000;37.9285714286;36.9285714286;2
16.1397842664;11.3697705803;1;1;2;30.0000000000;31.7500000000;25.9200000000;25.9600000000;25.3750000000;26.2500000000;1
-31.2069438726;49.7959707901;2;2;4;36.1250000000;39.2500000000;24.6400000000;27.6800000000;31.6250000000;38.1250000000;2
16.1397842664;-31.2069438726;3;1;4;42.5000000000;37.0000000000;25.9200000000;24.6400000000;20.2500000000;25.8750000000;1
55.7392514948;-24.8949482778;4;2;6;34.2500000000;36.6666666667;27.0000000000;24.9200000000;33.7142857143;28.7142857143;2
54.9936437546;-10.3887799473;2;0;2;39.0000000000;17.7500000000;25.8800000000;13.6400000000;30.6875000000;18.8750000000;1
-71.6689058068;108.0846422339;0;3;3;10.5000000000;37.6666666667;23.1600000000;31.8000000000;32.2500000000;40.0000000000;2
-3.0483115492;-24.8949482778;7;2;9;38.0000000000;23.2777777778;24.8000000000;24.9200000000;26.7142857143;36.7142857143;1
77.1237785608;-1.5154465787;5;0;5;39.0000000000;16.0000000000;31.8800000000;21.3600000000;39.1666666667;28.9166666667;1
55.7392514948;54.9936437546;1;1;2;24.0000000000;24.2500000000;27.0000000000;25.8800000000;36.1875000000;34.3750000000;2
-83.6089813801;108.0846422339;0;3;3;23.0000000000;42.8333333333;17.1200000000;31.8000000000;24.7500000000;39.0000000000;2
-3.0483115492;-10.3887799473;4;4;8;32.5625000000;32.0625000000;24.8000000000;13.6400000000;26.9285714286;16.8571428571;1
-71.6689058068;77.1237785608;1;4;5;25.5000000000;38.9000000000;23.1600000000;31.8800000000;26.1666666667;40.6666666667;2
54.9936437546;-24.8949482778;2;1;3;33.0000000000;29.5000000000;25.8800000000;24.9200000000;32.0714285714;30.7142857143;1
-83.6089813801;-1.5154465787;1;4;5;20.3000000000;38.0000000000;17.1200000000;21.3600000000;20.8333333333;24.2500000000;2
55.7392514948;-10.3887799473;3;3;6;36.4166666667;25.6666666667;27.0000000000;13.6400000000;32.1428571429;21.5000000000;1
77.1237785608;108.0846422339;2;2;4;41.6250000000;39.3750000000;31.8800000000;31.8000000000;38.5000000000;38.3571428571;1
-3.0483115492;54.9936437546;1;2;3;36.0000000000;32.6666666667;24.8000000000;25.8800000000;31.7142857143;32.2142857143;2
-71.6689058068;-1.5154465787;0;5;5;23.4000000000;41.0000000000;23.1600000000;21.3600000000;27.0000000000;25.1428571429;2
-10.3887799473;-24.8949482778;4;5;9;29.3888888889;34.8888888889;13.6400000000;24.9200000000;11.9285714286;27.0000000000;2
-83.6089813801;77.1237785608;0;5;5;16.5000000000;39.4000000000;17.1200000000;31.8800000000;24.2142857143;40.2857142857;2
-3.0483115492;55.7392514948;1;5;6;20.2500000000;37.1666666667;24.8000000000;27.0000000000;39.7142857143;32.0714285714;2
-1.5154465787;108.0846422339;0;3;3;9.5000000000;37.5000000000;21.3600000000;31.8000000000;30.1428571429;40.7142857143;2
-83.6089813801;-71.6689058068;2;3;5;29.3000000000;37.6000000000;17.1200000000;23.1600000000;21.0000000000;23.0833333333;2
20.1604323280;-12.4494954443;3;0;3;39.8333333333;21.3333333333;27.0000000000;21.7200000000;31.9375000000;26.9375000000;1
21.8441317047;46.1806853583;1;0;1;42.5000000000;22.5000000000;26.2400000000;25.4400000000;31.1000000000;27.5000000000;1
-24.8242221692;2.9762218128;1;2;3;26.6666666667;34.6666666667;26.1200000000;24.3200000000;28.2000000000;31.2000000000;2
2.4604784443;21.8441317047;1;0;1;43.5000000000;25.5000000000;28.1200000000;26.2400000000;38.3333333333;30.3333333333;1
2.9762218128;-37.7092198582;2;1;3;30.0000000000;32.0000000000;24.3200000000;27.2800000000;31.6000000000;30.4000000000;1
34.8778998779;46.1806853583;3;0;3;41.5000000000;22.8333333333;32.2400000000;25.4400000000;39.7857142857;33.5000000000;1
20.1604323280;-24.8242221692;1;2;3;25.8333333333;35.0000000000;27.0000000000;26.1200000000;33.7500000000;32.3750000000;1
2.4604784443;46.1806853583;0;2;2;29.5000000000;43.7500000000;28.1200000000;25.4400000000;41.3333333333;27.6666666667;2
-24.8242221692;-12.4494954443;2;1;3;38.0000000000;23.5000000000;26.1200000000;21.7200000000;30.9375000000;30.6875000000;1
34.8778998779;21.8441317047;1;2;3;39.6666666667;39.6666666667;32.2400000000;26.2400000000;36.3750000000;31.7500000000;1
20.1604323280;-37.7092198582;2;1;3;33.3333333333;32.6666666667;27.0000000000;27.2800000000;35.2500000000;34.8125000000;1
34.8778998779;2.4604784443;1;0;1;45.5000000000;35.5000000000;32.2400000000;28.1200000000;35.1666666667;41.0000000000;1
20.1604323280;2.9762218128;2;1;3;40.0000000000;30.1666666667;27.0000000000;24.3200000000;35.4000000000;34.7000000000;1
-12.4494954443;-37.7092198582;2;1;3;35.3333333333;29.8333333333;21.7200000000;27.2800000000;25.3750000000;32.9375000000;1
-24.8242221692;-37.7092198582;1;2;3;32.0000000000;40.3333333333;26.1200000000;27.2800000000;32.2500000000;32.9375000000;2
2.9762218128;-12.4494954443;1;2;3;29.5000000000;33.8333333333;24.3200000000;21.7200000000;31.9000000000;29.1000000000;1
55.3395187539;-103.7080977275;2;0;2;39.7500000000;16.2500000000;30.6800000000;19.7600000000;35.8750000000;26.3750000000;1
-61.5973104749;48.3984297382;1;7;8;30.5000000000;42.3750000000;25.0400000000;29.8400000000;36.6000000000;33.3000000000;2
55.3395187539;48.3984297382;1;3;4;22.5000000000;37.5000000000;30.6800000000;29.8400000000;41.6250000000;41.7500000000;2
-61.5973104749;-103.7080977275;3;1;4;34.0000000000;28.0000000000;25.0400000000;19.7600000000;29.5000000000;22.5000000000;1
55.3395187539;-61.5973104749;4;0;4;42.5000000000;23.3750000000;30.6800000000;25.0400000000;34.0000000000;31.1250000000;1
48.3984297382;-103.7080977275;2;0;2;42.5000000000;27.7500000000;29.8400000000;19.7600000000;35.0714285714;25.7857142857;1
-103.7080977275;55.3395187539;0;2;2;16.2500000000;39.7500000000;19.7600000000;30.6800000000;26.3750000000;35.8750000000;2
48.3984297382;-61.5973104749;7;1;8;42.3750000000;30.5000000000;29.8400000000;25.0400000000;33.3000000000;36.6000000000;1
48.3984297382;55.3395187539;3;1;4;37.5000000000;22.5000000000;29.8400000000;30.6800000000;41.7500000000;41.6250000000;2
-103.7080977275;-61.5973104749;1;3;4;28.0000000000;34.0000000000;19.7600000000;25.0400000000;22.5000000000;29.5000000000;2
-61.5973104749;55.3395187539;0;4;4;23.3750000000;42.5000000000;25.0400000000;30.6800000000;31.1250000000;34.0000000000;2
-103.7080977275;48.3984297382;0;2;2;27.7500000000;42.5000000000;19.7600000000;29.8400000000;25.7857142857;35.0714285714;2
-107.6282229827;66.7842393124;0;2;2;32.2500000000;47.0000000000;22.7200000000;27.6000000000;27.3000000000;25.9000000000;2
49.5063183704;-87.4212352533;1;1;2;40.2500000000;31.5000000000;32.1200000000;23.3600000000;40.6666666667;37.8333333333;2
-13.7985654881;-56.2899267002;1;1;2;27.7500000000;38.0000000000;23.9200000000;24.4000000000;29.8750000000;27.2500000000;1
66.7842393124;-71.6509932375;1;0;1;42.5000000000;23.0000000000;27.6000000000;24.7600000000;38.8000000000;30.4000000000;1
-56.2899267002;89.8390393306;0;6;6;22.0833333333;40.9166666667;24.4000000000;31.3600000000;33.7857142857;37.9285714286;2
-87.4212352533;-23.8722817267;1;0;1;46.0000000000;32.5000000000;23.3600000000;27.7600000000;27.5000000000;40.0000000000;1
-71.6509932375;-107.6282229827;3;0;3;44.0000000000;29.0000000000;24.7600000000;22.7200000000;25.6250000000;32.1250000000;1
-23.8722817267;49.5063183704;0;4;4;29.1250000000;42.8750000000;27.7600000000;32.1200000000;33.8333333333;39.3333333333;2
89.8390393306;-13.7985654881;2;0;2;37.7500000000;12.2500000000;31.3600000000;23.9200000000;39.8000000000;30.7000000000;1
-44.5221903053;66.7842393124;0;3;3;20.6666666667;42.1666666667;20.3200000000;27.6000000000;28.7500000000;34.3750000000;2
-51.4498738966;-56.2899267002;1;0;1;38.0000000000;11.0000000000;27.4000000000;24.4000000000;33.0000000000;26.5000000000;1
-20.7494535519;-87.4212352533;3;0;3;42.0000000000;23.6666666667;20.0800000000;23.3600000000;21.2500000000;28.8750000000;1
-107.6282229827;-71.6509932375;0;3;3;29.0000000000;44.0000000000;22.7200000000;24.7600000000;32.1250000000;25.6250000000;2
-23.8722817267;-20.7494535519;3;0;3;40.8333333333;19.3333333333;27.7600000000;20.0800000000;33.7500000000;25.5000000000;1
-13.7985654881;-56.2899267002;1;1;2;27.7500000000;38.0000000000;23.9200000000;24.4000000000;29.8750000000;27.2500000000;2
66.7842393124;-44.5221903053;3;0;3;42.1666666667;20.6666666667;27.6000000000;20.3200000000;34.3750000000;28.7500000000;1
89.8390393306;-51.4498738966;4;0;4;41.2500000000;22.5000000000;31.3600000000;27.4000000000;39.7500000000;39.7500000000;1
49.5063183704;-87.4212352533;1;1;2;40.2500000000;31.5000000000;32.1200000000;23.3600000000;40.6666666667;37.8333333333;1
62.3247398297;6.0384364076;2;3;5;37.9000000000;33.1000000000;30.1600000000;29.0000000000;41.9000000000;35.0000000000;2
-28.6066775244;-26.4585841139;2;1;3;40.5000000000;40.5000000000;28.3200000000;26.6800000000;28.2500000000;17.0000000000;2
-20.3379398064;59.9436710176;0;2;2;33.5000000000;45.7500000000;20.3200000000;28.2800000000;25.5000000000;32.0000000000;2
-12.7089791966;-34.1321601104;0;1;1;34.5000000000;44.5000000000;24.7200000000;24.8400000000;41.3333333333;29.6666666667;2
6.0384364076;-20.3379398064;1;2;3;33.0000000000;36.1666666667;29.0000000000;20.3200000000;44.2500000000;15.6250000000;1
-26.4585841139;-12.7089791966;0;2;2;21.7500000000;41.7500000000;26.6800000000;24.7200000000;29.5000000000;27.9166666667;2
59.9436710176;62.3247398297;1;1;2;30.5000000000;27.0000000000;28.2800000000;30.1600000000;41.0000000000;38.2500000000;2
-34.1321601104;-28.6066775244;1;0;1;38.5000000000;11.5000000000;24.8400000000;28.3200000000;35.6666666667;39.6666666667;1
19.3029302775;-64.9188072496;3;2;5;36.1000000000;30.1000000000;24.2000000000;28.2800000000;32.1000000000;37.0000000000;1
62.3247398297;-20.3379398064;4;0;4;39.8750000000;13.6250000000;30.1600000000;20.3200000000;40.1000000000;29.4000000000;1
-28.6066775244;-12.7089791966;2;1;3;30.6666666667;29.3333333333;28.3200000000;24.7200000000;19.0000000000;38.5000000000;1
6.0384364076;59.9436710176;2;4;6;28.9166666667;36.9166666667;29.0000000000;28.2800000000;36.5000000000;38.0000000000;1
-26.4585841139;-34.1321601104;2;1;3;31.8333333333;33.3333333333;26.6800000000;24.8400000000;33.0000000000;41.5000000000;1
59.9436710176;-20.3379398064;2;0;2;45.7500000000;33.5000000000;28.2800000000;20.3200000000;32.0000000000;25.5000000000;1
-12.7089791966;-28.6066775244;1;2;3;29.3333333333;30.6666666667;24.7200000000;28.3200000000;38.5000000000;19.0000000000;2
6.0384364076;62.3247398297;3;2;5;33.1000000000;37.9000000000;29.0000000000;30.1600000000;35.0000000000;41.9000000000;1
-34.1321601104;-26.4585841139;1;2;3;33.3333333333;31.8333333333;24.8400000000;26.6800000000;41.5000000000;33.0000000000;1
-50.4696067985;28.9868912450;0;1;1;38.0000000000;45.5000000000;17.7200000000;30.9200000000;17.1666666667;29.1666666667;2
18.1484140140;27.0390070922;0;2;2;21.5000000000;40.5000000000;27.2400000000;32.7200000000;40.5000000000;41.0000000000;2
11.5867438796;51.5731805159;2;5;7;29.0000000000;40.8571428571;26.0800000000;30.9200000000;36.8750000000;38.8750000000;2
28.9868912450;11.5867438796;1;1;2;33.5000000000;31.7500000000;30.9200000000;26.0800000000;39.6000000000;30.7000000000;2
51.5731805159;-50.4696067985;1;0;1;37.5000000000;10.5000000000;30.9200000000;17.7200000000;40.1250000000;29.2500000000;1
37.1624105697;18.1484140140;1;3;4;25.3750000000;37.5000000000;24.0400000000;27.2400000000;33.8750000000;33.1250000000;2
-50.4696067985;11.5867438796;0;2;2;20.5000000000;41.0000000000;17.7200000000;26.0800000000;24.2500000000;26.2500000000;2
28.9868912450;51.5731805159;3;3;6;35.7500000000;38.5000000000;30.9200000000;30.9200000000;38.8750000000;38.6250000000;1
27.0390070922;37.1624105697;1;0;1;38.0000000000;9.5000000000;32.7200000000;24.0400000000;39.5000000000;25.8750000000;1
-32.1705764022;27.4394618639;1;5;6;33.5833333333;42.4166666667;27.2400000000;26.8400000000;27.0000000000;22.3750000000;2
11.5867438796;-50.4696067985;2;0;2;41.0000000000;20.5000000000;26.0800000000;17.7200000000;26.2500000000;24.2500000000;1
27.4394618639;-32.1705764022;5;1;6;42.4166666667;33.5833333333;26.8400000000;27.2400000000;22.3750000000;27.0000000000;1
51.5731805159;28.9868912450;3;3;6;38.5000000000;35.7500000000;30.9200000000;30.9200000000;38.6250000000;38.8750000000;1
27.0390070922;18.1484140140;2;0;2;40.5000000000;21.5000000000;32.7200000000;27.2400000000;41.0000000000;40.5000000000;1
-38.5130190007;6.0384364076;0;4;4;25.6250000000;42.1250000000;19.9600000000;29.0000000000;17.1250000000;29.0000000000;2
24.6064359959;-68.2686387364;5;1;6;38.3333333333;28.1666666667;26.6800000000;23.5600000000;34.5000000000;29.3750000000;1
56.4520899082;54.8491223078;1;1;2;23.7500000000;25.7500000000;28.2000000000;28.7200000000;41.6000000000;39.1000000000;2
41.3120906464;-9.3697854744;2;3;5;32.0000000000;36.9000000000;28.3600000000;28.6400000000;38.3000000000;38.2000000000;1
6.0384364076;56.4520899082;1;4;5;36.4000000000;41.5000000000;29.0000000000;28.2000000000;34.6250000000;32.7500000000;2
-68.2686387364;41.3120906464;0;2;2;23.5000000000;42.0000000000;23.5600000000;28.3600000000;29.1000000000;31.8000000000;2
54.8491223078;-38.5130190007;1;2;3;21.8333333333;29.1666666667;28.7200000000;19.9600000000;38.0000000000;20.2500000000;2
-9.3697854744;24.6064359959;2;3;5;30.2000000000;30.6000000000;28.6400000000;26.6800000000;36.8750000000;33.5000000000;1
-38.5130190007;56.4520899082;0;3;3;10.0000000000;37.5000000000;19.9600000000;28.2000000000;25.6000000000;32.3000000000;2
24.6064359959;41.3120906464;2;5;7;32.1428571429;37.7857142857;26.6800000000;28.3600000000;32.6000000000;34.1000000000;2
6.0384364076;54.8491223078;3;5;8;33.4375000000;37.1250000000;29.0000000000;28.7200000000;39.6666666667;36.0000000000;1
36.9199935086;-50.3518656320;1;1;2;31.5000000000;25.7500000000;27.6800000000;19.3200000000;42.0000000000;39.7500000000;2
-68.2686387364;-9.3697854744;1;1;2;33.7500000000;38.5000000000;23.5600000000;28.6400000000;25.0000000000;37.6250000000;2
54.8491223078;-38.5130190007;1;2;3;21.8333333333;29.1666666667;28.7200000000;19.9600000000;38.0000000000;20.2500000000;1
24.6064359959;-68.2686387364;5;1;6;38.3333333333;28.1666666667;26.6800000000;23.5600000000;34.5000000000;29.3750000000;1
6.0384364076;56.4520899082;1;4;5;36.4000000000;41.5000000000;29.0000000000;28.2000000000;34.6250000000;32.7500000000;2
-50.3518656320;36.9199935086;1;1;2;25.7500000000;31.5000000000;19.3200000000;27.6800000000;39.7500000000;42.0000000000;2
41.3120906464;-9.3697854744;2;3;5;32.0000000000;36.9000000000;28.3600000000;28.6400000000;38.3000000000;38.2000000000;2
-2.7319552643;-7.3197949211;6;5;11;35.9545454545;32.2727272727;26.4800000000;22.7200000000;34.0000000000;29.6666666667;2
5.3383217820;22.8992886687;3;5;8;33.0000000000;37.8750000000;25.6400000000;28.0800000000;28.5000000000;32.8333333333;2
37.5570227484;-75.8902530876;2;1;3;35.5000000000;28.0000000000;28.2000000000;23.3200000000;39.3333333333;28.5000000000;1
20.5632574702;38.4575648672;3;3;6;32.1666666667;33.2500000000;23.7600000000;28.2400000000;29.4166666667;35.4166666667;2
37.6482370020;-16.6679267471;5;2;7;35.0714285714;28.2142857143;31.8400000000;20.8000000000;42.3000000000;22.8000000000;2
2.0015990545;53.5561201364;1;5;6;22.9166666667;38.2500000000;30.1600000000;27.5200000000;38.1000000000;32.7000000000;1
-7.3197949211;-34.1049643426;2;2;4;30.2500000000;32.1250000000;22.7200000000;24.0400000000;33.5000000000;25.0000000000;2
22.8992886687;-12.7089791966;2;0;2;43.7500000000;29.2500000000;28.0800000000;24.7200000000;38.3000000000;31.5000000000;1
